model	focal_term	term_label	level	emmean	std.error	conf.low	conf.high	held_same_batch	held_same_culture_positive	held_elapsed_time_gap	held_mean_host_fraction	held_mean_log10_bacterial_reads
body_region_model	same_patient	Same patient	Not shared	0.8011210237735281	0.026780951891192492	0.7483529664258257	0.8538890811212305	0	0	0.7007282234265774	0.6831476202696964	5.574668696759187
body_region_model	same_patient	Same patient	Shared	0.7404201294107442	0.03487167120795104	0.6719183352568437	0.8089219235646447	0	0	0.7007282234265774	0.6831476202696964	5.574668696759187
body_region_model	same_chronicity	Same chronicity	Not shared	0.8011210237735281	0.026780951891192492	0.7483529664258257	0.8538890811212305	0	0	0.7007282234265774	0.6831476202696964	5.574668696759187
body_region_model	same_chronicity	Same chronicity	Shared	0.7319676874858784	0.027577554575387412	0.6776673468998505	0.7862680280719062	0	0	0.7007282234265774	0.6831476202696964	5.574668696759187
body_region_model	same_body_region	Same body region	Not shared	0.8011210237735281	0.026780951891192492	0.7483529664258257	0.8538890811212305	0	0	0.7007282234265774	0.6831476202696964	5.574668696759187
body_region_model	same_body_region	Same body region	Shared	0.7780967711986144	0.028108473801194644	0.7227659701855902	0.8334275722116387	0	0	0.7007282234265774	0.6831476202696964	5.574668696759187
