group	label	threshold	true_positive	false_positive	false_negative	true_negative	sensitivity	specificity	ppv	npv	f1	kappa
s_aureus	S. aureus	0.024	41	10	12	11	0.7735849056603774	0.5238095238095238	0.803921568627451	0.4782608695652174	0.7884615384615384	0.28908296943231443
s_aureus	S. aureus	0.025	41	9	12	12	0.7735849056603774	0.5714285714285714	0.82	0.5	0.796116504854369	0.330749354005168
s_aureus	S. aureus	0.026000000000000002	41	9	12	12	0.7735849056603774	0.5714285714285714	0.82	0.5	0.796116504854369	0.330749354005168
s_aureus	S. aureus	0.027	41	9	12	12	0.7735849056603774	0.5714285714285714	0.82	0.5	0.796116504854369	0.330749354005168
s_aureus	S. aureus	0.028	41	9	12	12	0.7735849056603774	0.5714285714285714	0.82	0.5	0.796116504854369	0.330749354005168
s_aureus	S. aureus	0.029	41	9	12	12	0.7735849056603774	0.5714285714285714	0.82	0.5	0.796116504854369	0.330749354005168
s_aureus	S. aureus	0.03	40	9	13	12	0.7547169811320755	0.5714285714285714	0.8163265306122449	0.48	0.7843137254901962	0.3084112149532711
s_aureus	S. aureus	0.031	40	9	13	12	0.7547169811320755	0.5714285714285714	0.8163265306122449	0.48	0.7843137254901962	0.3084112149532711
s_aureus	S. aureus	0.032	40	8	13	13	0.7547169811320755	0.6190476190476191	0.8333333333333334	0.5	0.7920792079207922	0.3487007544006706
s_aureus	S. aureus	0.033	39	8	14	13	0.7358490566037735	0.6190476190476191	0.8297872340425532	0.48148148148148145	0.78	0.3267162944582301
s_aureus	S. aureus	0.034	39	8	14	13	0.7358490566037735	0.6190476190476191	0.8297872340425532	0.48148148148148145	0.78	0.3267162944582301
s_aureus	S. aureus	0.035	39	8	14	13	0.7358490566037735	0.6190476190476191	0.8297872340425532	0.48148148148148145	0.78	0.3267162944582301
s_aureus	S. aureus	0.036000000000000004	38	8	15	13	0.71698113207547165	0.6190476190476191	0.8260869565217391	0.4642857142857143	0.7676767676767677	0.3053061224489794
s_aureus	S. aureus	0.037	38	8	15	13	0.71698113207547165	0.6190476190476191	0.8260869565217391	0.4642857142857143	0.7676767676767677	0.3053061224489794
s_aureus	S. aureus	0.038	38	8	15	13	0.71698113207547165	0.6190476190476191	0.8260869565217391	0.4642857142857143	0.7676767676767677	0.3053061224489794
s_aureus	S. aureus	0.039	38	6	15	15	0.71698113207547165	0.7142857142857143	0.8636363636363636	0.5	0.7835051546391751	0.3818615751789976
s_aureus	S. aureus	0.04	37	6	16	15	0.6981132075471698	0.7142857142857143	0.8604651162790697	0.4838709677419355	0.7708333333333334	0.3605655930871957
s_aureus	S. aureus	0.041	37	6	16	15	0.6981132075471698	0.7142857142857143	0.8604651162790697	0.4838709677419355	0.7708333333333334	0.3605655930871957
s_aureus	S. aureus	0.042	37	6	16	15	0.6981132075471698	0.7142857142857143	0.8604651162790697	0.4838709677419355	0.7708333333333334	0.3605655930871957
s_aureus	S. aureus	0.043000000000000003	37	6	16	15	0.6981132075471698	0.7142857142857143	0.8604651162790697	0.4838709677419355	0.7708333333333334	0.3605655930871957
s_aureus	S. aureus	0.044	37	6	16	15	0.6981132075471698	0.7142857142857143	0.8604651162790697	0.4838709677419355	0.7708333333333334	0.3605655930871957
s_aureus	S. aureus	0.045	37	6	16	15	0.6981132075471698	0.7142857142857143	0.8604651162790697	0.4838709677419355	0.7708333333333334	0.3605655930871957
s_aureus	S. aureus	0.046	37	6	16	15	0.6981132075471698	0.7142857142857143	0.8604651162790697	0.4838709677419355	0.7708333333333334	0.3605655930871957
s_aureus	S. aureus	0.047	36	6	17	15	0.6792452830188679	0.7142857142857143	0.8571428571428571	0.46875	0.7578947368421052	0.33979829325058175
s_aureus	S. aureus	0.048	36	5	17	16	0.6792452830188679	0.7619047619047619	0.8780487804878049	0.48484848484848486	0.7659574468085106	0.37624521072796946
s_aureus	S. aureus	0.049	36	5	17	16	0.6792452830188679	0.7619047619047619	0.8780487804878049	0.48484848484848486	0.7659574468085106	0.37624521072796946
s_aureus	S. aureus	0.05	36	5	17	16	0.6792452830188679	0.7619047619047619	0.8780487804878049	0.48484848484848486	0.7659574468085106	0.37624521072796946
s_aureus	S. aureus	0.051000000000000004	35	5	18	16	0.660377358490566	0.7619047619047619	0.875	0.47058823529411764	0.7526881720430108	0.35579106737320193
s_aureus	S. aureus	0.052000000000000005	35	5	18	16	0.660377358490566	0.7619047619047619	0.875	0.47058823529411764	0.7526881720430108	0.35579106737320193
s_aureus	S. aureus	0.053	35	5	18	16	0.660377358490566	0.7619047619047619	0.875	0.47058823529411764	0.7526881720430108	0.35579106737320193
s_aureus	S. aureus	0.054	35	5	18	16	0.660377358490566	0.7619047619047619	0.875	0.47058823529411764	0.7526881720430108	0.35579106737320193
s_aureus	S. aureus	0.055	35	5	18	16	0.660377358490566	0.7619047619047619	0.875	0.47058823529411764	0.7526881720430108	0.35579106737320193
s_aureus	S. aureus	0.056	35	5	18	16	0.660377358490566	0.7619047619047619	0.875	0.47058823529411764	0.7526881720430108	0.35579106737320193
s_aureus	S. aureus	0.057	35	5	18	16	0.660377358490566	0.7619047619047619	0.875	0.47058823529411764	0.7526881720430108	0.35579106737320193
s_aureus	S. aureus	0.058	35	5	18	16	0.660377358490566	0.7619047619047619	0.875	0.47058823529411764	0.7526881720430108	0.35579106737320193
s_aureus	S. aureus	0.059000000000000004	35	5	18	16	0.660377358490566	0.7619047619047619	0.875	0.47058823529411764	0.7526881720430108	0.35579106737320193
s_aureus	S. aureus	0.06	33	5	20	16	0.6226415094339622	0.7619047619047619	0.868421052631579	0.4444444444444444	0.7252747252747254	0.3163340724316334
s_aureus	S. aureus	0.061	33	5	20	16	0.6226415094339622	0.7619047619047619	0.868421052631579	0.4444444444444444	0.7252747252747254	0.3163340724316334
s_aureus	S. aureus	0.062	33	5	20	16	0.6226415094339622	0.7619047619047619	0.868421052631579	0.4444444444444444	0.7252747252747254	0.3163340724316334
s_aureus	S. aureus	0.063	33	4	20	17	0.6226415094339622	0.8095238095238095	0.8918918918918919	0.4594594594594595	0.7333333333333333	0.3513513513513513
s_aureus	S. aureus	0.064	33	4	20	17	0.6226415094339622	0.8095238095238095	0.8918918918918919	0.4594594594594595	0.7333333333333333	0.3513513513513513
s_aureus	S. aureus	0.065	33	4	20	17	0.6226415094339622	0.8095238095238095	0.8918918918918919	0.4594594594594595	0.7333333333333333	0.3513513513513513
s_aureus	S. aureus	0.066	33	4	20	17	0.6226415094339622	0.8095238095238095	0.8918918918918919	0.4594594594594595	0.7333333333333333	0.3513513513513513
s_aureus	S. aureus	0.067	33	4	20	17	0.6226415094339622	0.8095238095238095	0.8918918918918919	0.4594594594594595	0.7333333333333333	0.3513513513513513
s_aureus	S. aureus	0.068	33	4	20	17	0.6226415094339622	0.8095238095238095	0.8918918918918919	0.4594594594594595	0.7333333333333333	0.3513513513513513
s_aureus	S. aureus	0.069	33	4	20	17	0.6226415094339622	0.8095238095238095	0.8918918918918919	0.4594594594594595	0.7333333333333333	0.3513513513513513
s_aureus	S. aureus	0.07	33	4	20	17	0.6226415094339622	0.8095238095238095	0.8918918918918919	0.4594594594594595	0.7333333333333333	0.3513513513513513
s_aureus	S. aureus	0.07100000000000001	33	4	20	17	0.6226415094339622	0.8095238095238095	0.8918918918918919	0.4594594594594595	0.7333333333333333	0.3513513513513513
s_aureus	S. aureus	0.07200000000000001	33	4	20	17	0.6226415094339622	0.8095238095238095	0.8918918918918919	0.4594594594594595	0.7333333333333333	0.3513513513513513
s_aureus	S. aureus	0.073	33	4	20	17	0.6226415094339622	0.8095238095238095	0.8918918918918919	0.4594594594594595	0.7333333333333333	0.3513513513513513
s_aureus	S. aureus	0.074	33	4	20	17	0.6226415094339622	0.8095238095238095	0.8918918918918919	0.4594594594594595	0.7333333333333333	0.3513513513513513
s_aureus	S. aureus	0.075	33	4	20	17	0.6226415094339622	0.8095238095238095	0.8918918918918919	0.4594594594594595	0.7333333333333333	0.3513513513513513
s_aureus	S. aureus	0.076	33	4	20	17	0.6226415094339622	0.8095238095238095	0.8918918918918919	0.4594594594594595	0.7333333333333333	0.3513513513513513
s_aureus	S. aureus	0.077	33	4	20	17	0.6226415094339622	0.8095238095238095	0.8918918918918919	0.4594594594594595	0.7333333333333333	0.3513513513513513
s_aureus	S. aureus	0.078	33	4	20	17	0.6226415094339622	0.8095238095238095	0.8918918918918919	0.4594594594594595	0.7333333333333333	0.3513513513513513
s_aureus	S. aureus	0.079	33	4	20	17	0.6226415094339622	0.8095238095238095	0.8918918918918919	0.4594594594594595	0.7333333333333333	0.3513513513513513
s_aureus	S. aureus	0.08	33	4	20	17	0.6226415094339622	0.8095238095238095	0.8918918918918919	0.4594594594594595	0.7333333333333333	0.3513513513513513
s_aureus	S. aureus	0.081	33	4	20	17	0.6226415094339622	0.8095238095238095	0.8918918918918919	0.4594594594594595	0.7333333333333333	0.3513513513513513
s_aureus	S. aureus	0.082	32	4	21	17	0.6037735849056604	0.8095238095238095	0.8888888888888888	0.4473684210526316	0.7191011235955056	0.332129963898917
s_aureus	S. aureus	0.083	32	4	21	17	0.6037735849056604	0.8095238095238095	0.8888888888888888	0.4473684210526316	0.7191011235955056	0.332129963898917
s_aureus	S. aureus	0.084	32	4	21	17	0.6037735849056604	0.8095238095238095	0.8888888888888888	0.4473684210526316	0.7191011235955056	0.332129963898917
s_aureus	S. aureus	0.085	32	4	21	17	0.6037735849056604	0.8095238095238095	0.8888888888888888	0.4473684210526316	0.7191011235955056	0.332129963898917
s_aureus	S. aureus	0.08600000000000001	32	4	21	17	0.6037735849056604	0.8095238095238095	0.8888888888888888	0.4473684210526316	0.7191011235955056	0.332129963898917
s_aureus	S. aureus	0.08700000000000001	32	4	21	17	0.6037735849056604	0.8095238095238095	0.8888888888888888	0.4473684210526316	0.7191011235955056	0.332129963898917
s_aureus	S. aureus	0.088	32	4	21	17	0.6037735849056604	0.8095238095238095	0.8888888888888888	0.4473684210526316	0.7191011235955056	0.332129963898917
s_aureus	S. aureus	0.089	32	4	21	17	0.6037735849056604	0.8095238095238095	0.8888888888888888	0.4473684210526316	0.7191011235955056	0.332129963898917
s_aureus	S. aureus	0.09	32	4	21	17	0.6037735849056604	0.8095238095238095	0.8888888888888888	0.4473684210526316	0.7191011235955056	0.332129963898917
s_aureus	S. aureus	0.091	32	4	21	17	0.6037735849056604	0.8095238095238095	0.8888888888888888	0.4473684210526316	0.7191011235955056	0.332129963898917
s_aureus	S. aureus	0.092	32	4	21	17	0.6037735849056604	0.8095238095238095	0.8888888888888888	0.4473684210526316	0.7191011235955056	0.332129963898917
s_aureus	S. aureus	0.093	32	4	21	17	0.6037735849056604	0.8095238095238095	0.8888888888888888	0.4473684210526316	0.7191011235955056	0.332129963898917
s_aureus	S. aureus	0.094	32	4	21	17	0.6037735849056604	0.8095238095238095	0.8888888888888888	0.4473684210526316	0.7191011235955056	0.332129963898917
s_aureus	S. aureus	0.095	32	4	21	17	0.6037735849056604	0.8095238095238095	0.8888888888888888	0.4473684210526316	0.7191011235955056	0.332129963898917
s_aureus	S. aureus	0.096	32	4	21	17	0.6037735849056604	0.8095238095238095	0.8888888888888888	0.4473684210526316	0.7191011235955056	0.332129963898917
s_aureus	S. aureus	0.097	32	4	21	17	0.6037735849056604	0.8095238095238095	0.8888888888888888	0.4473684210526316	0.7191011235955056	0.332129963898917
s_aureus	S. aureus	0.098	32	4	21	17	0.6037735849056604	0.8095238095238095	0.8888888888888888	0.4473684210526316	0.7191011235955056	0.332129963898917
s_aureus	S. aureus	0.099	32	4	21	17	0.6037735849056604	0.8095238095238095	0.8888888888888888	0.4473684210526316	0.7191011235955056	0.332129963898917
s_aureus	S. aureus	0.1	32	4	21	17	0.6037735849056604	0.8095238095238095	0.8888888888888888	0.4473684210526316	0.7191011235955056	0.332129963898917
p_aeruginosa	P. aeruginosa	0	17	57	0	0	1	0	0.22972972972972974	NA	0.37362637362637363	0
p_aeruginosa	P. aeruginosa	0.001	17	49	0	8	1	0.14035087719298245	0.25757575757575757	1	0.40963855421686746	0.06977937403796818
p_aeruginosa	P. aeruginosa	0.002	17	46	0	11	1	0.19298245614035087	0.2698412698412698	1	0.425	0.09899417681312864
p_aeruginosa	P. aeruginosa	0.003	17	45	0	12	1	0.21052631578947367	0.27419354838709675	1	0.430379746835443	0.10914927768860354
p_aeruginosa	P. aeruginosa	0.004	17	45	0	12	1	0.21052631578947367	0.27419354838709675	1	0.430379746835443	0.10914927768860354
p_aeruginosa	P. aeruginosa	0.005	17	45	0	12	1	0.21052631578947367	0.27419354838709675	1	0.430379746835443	0.10914927768860354
p_aeruginosa	P. aeruginosa	0.006	17	45	0	12	1	0.21052631578947367	0.27419354838709675	1	0.430379746835443	0.10914927768860354
p_aeruginosa	P. aeruginosa	0.007	17	42	0	15	1	0.2631578947368421	0.288135593220339	1	0.4473684210526315	0.14096185737976788
p_aeruginosa	P. aeruginosa	0.008	17	40	0	17	1	0.2982456140350877	0.2982456140350877	1	0.45945945945945943	0.16336913510457893
p_aeruginosa	P. aeruginosa	0.009000000000000001	17	40	0	17	1	0.2982456140350877	0.2982456140350877	1	0.45945945945945943	0.16336913510457893
p_aeruginosa	P. aeruginosa	0.01	17	40	0	17	1	0.2982456140350877	0.2982456140350877	1	0.45945945945945943	0.16336913510457893
p_aeruginosa	P. aeruginosa	0.011	17	40	0	17	1	0.2982456140350877	0.2982456140350877	1	0.45945945945945943	0.16336913510457893
p_aeruginosa	P. aeruginosa	0.012	17	40	0	17	1	0.2982456140350877	0.2982456140350877	1	0.45945945945945943	0.16336913510457893
p_aeruginosa	P. aeruginosa	0.013000000000000001	17	40	0	17	1	0.2982456140350877	0.2982456140350877	1	0.45945945945945943	0.16336913510457893
p_aeruginosa	P. aeruginosa	0.014	17	40	0	17	1	0.2982456140350877	0.2982456140350877	1	0.45945945945945943	0.16336913510457893
p_aeruginosa	P. aeruginosa	0.015	17	40	0	17	1	0.2982456140350877	0.2982456140350877	1	0.45945945945945943	0.16336913510457893
p_aeruginosa	P. aeruginosa	0.016	17	40	0	17	1	0.2982456140350877	0.2982456140350877	1	0.45945945945945943	0.16336913510457893
p_aeruginosa	P. aeruginosa	0.017	17	39	0	18	1	0.3157894736842105	0.30357142857142855	1	0.4657534246575342	0.17495711835334474
p_aeruginosa	P. aeruginosa	0.018000000000000002	16	39	1	18	0.9411764705882353	0.3157894736842105	0.2909090909090909	0.9473684210526315	0.44444444444444453	0.14401388085598618
p_aeruginosa	P. aeruginosa	0.019	16	39	1	18	0.9411764705882353	0.3157894736842105	0.2909090909090909	0.9473684210526315	0.44444444444444453	0.14401388085598618
p_aeruginosa	P. aeruginosa	0.02	16	38	1	19	0.9411764705882353	0.3333333333333333	0.2962962962962963	0.95	0.45070422535211263	0.1556465769455822
p_aeruginosa	P. aeruginosa	0.021	16	38	1	19	0.9411764705882353	0.3333333333333333	0.2962962962962963	0.95	0.45070422535211263	0.1556465769455822
p_aeruginosa	P. aeruginosa	0.022	16	38	1	19	0.9411764705882353	0.3333333333333333	0.2962962962962963	0.95	0.45070422535211263	0.1556465769455822
p_aeruginosa	P. aeruginosa	0.023	16	38	1	19	0.9411764705882353	0.3333333333333333	0.2962962962962963	0.95	0.45070422535211263	0.1556465769455822
p_aeruginosa	P. aeruginosa	0.024	16	37	1	20	0.9411764705882353	0.3508771929824561	0.3018867924528302	0.9523809523809523	0.4571428571428572	0.16755476613380701
p_aeruginosa	P. aeruginosa	0.025	16	37	1	20	0.9411764705882353	0.3508771929824561	0.3018867924528302	0.9523809523809523	0.4571428571428572	0.16755476613380701
p_aeruginosa	P. aeruginosa	0.026000000000000002	16	37	1	20	0.9411764705882353	0.3508771929824561	0.3018867924528302	0.9523809523809523	0.4571428571428572	0.16755476613380701
p_aeruginosa	P. aeruginosa	0.027	16	37	1	20	0.9411764705882353	0.3508771929824561	0.3018867924528302	0.9523809523809523	0.4571428571428572	0.16755476613380701
p_aeruginosa	P. aeruginosa	0.028	16	36	1	21	0.9411764705882353	0.3684210526315789	0.3076923076923077	0.9545454545454546	0.46376811594202905	0.17974835230677055
p_aeruginosa	P. aeruginosa	0.029	16	36	1	21	0.9411764705882353	0.3684210526315789	0.3076923076923077	0.9545454545454546	0.46376811594202905	0.17974835230677055
p_aeruginosa	P. aeruginosa	0.03	16	36	1	21	0.9411764705882353	0.3684210526315789	0.3076923076923077	0.9545454545454546	0.46376811594202905	0.17974835230677055
p_aeruginosa	P. aeruginosa	0.031	16	36	1	21	0.9411764705882353	0.3684210526315789	0.3076923076923077	0.9545454545454546	0.46376811594202905	0.17974835230677055
p_aeruginosa	P. aeruginosa	0.032	16	36	1	21	0.9411764705882353	0.3684210526315789	0.3076923076923077	0.9545454545454546	0.46376811594202905	0.17974835230677055
p_aeruginosa	P. aeruginosa	0.033	16	36	1	21	0.9411764705882353	0.3684210526315789	0.3076923076923077	0.9545454545454546	0.46376811594202905	0.17974835230677055
p_aeruginosa	P. aeruginosa	0.034	16	36	1	21	0.9411764705882353	0.3684210526315789	0.3076923076923077	0.9545454545454546	0.46376811594202905	0.17974835230677055
p_aeruginosa	P. aeruginosa	0.035	15	35	2	22	0.8823529411764706	0.38596491228070173	0.3	0.9166666666666666	0.44776119402985076	0.15960712093308782
p_aeruginosa	P. aeruginosa	0.036000000000000004	15	34	2	23	0.8823529411764706	0.40350877192982454	0.30612244897959184	0.92	0.45454545454545453	0.17215661901802354
p_aeruginosa	P. aeruginosa	0.037	15	34	2	23	0.8823529411764706	0.40350877192982454	0.30612244897959184	0.92	0.45454545454545453	0.17215661901802354
p_aeruginosa	P. aeruginosa	0.038	15	34	2	23	0.8823529411764706	0.40350877192982454	0.30612244897959184	0.92	0.45454545454545453	0.17215661901802354
p_aeruginosa	P. aeruginosa	0.039	15	34	2	23	0.8823529411764706	0.40350877192982454	0.30612244897959184	0.92	0.45454545454545453	0.17215661901802354
p_aeruginosa	P. aeruginosa	0.04	15	34	2	23	0.8823529411764706	0.40350877192982454	0.30612244897959184	0.92	0.45454545454545453	0.17215661901802354
p_aeruginosa	P. aeruginosa	0.041	15	34	2	23	0.8823529411764706	0.40350877192982454	0.30612244897959184	0.92	0.45454545454545453	0.17215661901802354
p_aeruginosa	P. aeruginosa	0.042	15	33	2	24	0.8823529411764706	0.42105263157894735	0.3125	0.9230769230769231	0.46153846153846156	0.18502202643171795
p_aeruginosa	P. aeruginosa	0.043000000000000003	15	33	2	24	0.8823529411764706	0.42105263157894735	0.3125	0.9230769230769231	0.46153846153846156	0.18502202643171795
p_aeruginosa	P. aeruginosa	0.044	15	33	2	24	0.8823529411764706	0.42105263157894735	0.3125	0.9230769230769231	0.46153846153846156	0.18502202643171795
p_aeruginosa	P. aeruginosa	0.045	15	33	2	24	0.8823529411764706	0.42105263157894735	0.3125	0.9230769230769231	0.46153846153846156	0.18502202643171795
p_aeruginosa	P. aeruginosa	0.046	15	33	2	24	0.8823529411764706	0.42105263157894735	0.3125	0.9230769230769231	0.46153846153846156	0.18502202643171795
p_aeruginosa	P. aeruginosa	0.047	15	33	2	24	0.8823529411764706	0.42105263157894735	0.3125	0.9230769230769231	0.46153846153846156	0.18502202643171795
p_aeruginosa	P. aeruginosa	0.048	15	32	2	25	0.8823529411764706	0.43859649122807015	0.3191489361702128	0.9259259259259259	0.46875	0.19821542383683882
p_aeruginosa	P. aeruginosa	0.049	15	31	2	26	0.8823529411764706	0.45614035087719296	0.32608695652173914	0.9285714285714286	0.47619047619047616	0.2117495158166559
p_aeruginosa	P. aeruginosa	0.05	15	31	2	26	0.8823529411764706	0.45614035087719296	0.32608695652173914	0.9285714285714286	0.47619047619047616	0.2117495158166559
p_aeruginosa	P. aeruginosa	0.051000000000000004	15	30	2	27	0.8823529411764706	0.47368421052631576	0.3333333333333333	0.9310344827586207	0.48387096774193544	0.22563767168083715
p_aeruginosa	P. aeruginosa	0.052000000000000005	15	30	2	27	0.8823529411764706	0.47368421052631576	0.3333333333333333	0.9310344827586207	0.48387096774193544	0.22563767168083715
p_aeruginosa	P. aeruginosa	0.053	15	30	2	27	0.8823529411764706	0.47368421052631576	0.3333333333333333	0.9310344827586207	0.48387096774193544	0.22563767168083715
p_aeruginosa	P. aeruginosa	0.054	15	30	2	27	0.8823529411764706	0.47368421052631576	0.3333333333333333	0.9310344827586207	0.48387096774193544	0.22563767168083715
p_aeruginosa	P. aeruginosa	0.055	15	29	2	28	0.8823529411764706	0.49122807017543857	0.3409090909090909	0.9333333333333333	0.4918032786885246	0.23989396951623582
p_aeruginosa	P. aeruginosa	0.056	15	28	2	29	0.8823529411764706	0.5087719298245614	0.3488372093023256	0.9354838709677419	0.5	0.25453324378777714
p_aeruginosa	P. aeruginosa	0.057	15	28	2	29	0.8823529411764706	0.5087719298245614	0.3488372093023256	0.9354838709677419	0.5	0.25453324378777714
p_aeruginosa	P. aeruginosa	0.058	15	28	2	29	0.8823529411764706	0.5087719298245614	0.3488372093023256	0.9354838709677419	0.5	0.25453324378777714
p_aeruginosa	P. aeruginosa	0.059000000000000004	15	27	2	30	0.8823529411764706	0.5263157894736842	0.35714285714285715	0.9375	0.5084745762711864	0.269571136827774
p_aeruginosa	P. aeruginosa	0.06	15	26	2	31	0.8823529411764706	0.543859649122807	0.36585365853658536	0.9393939393939394	0.5172413793103449	0.2850241545893719
p_aeruginosa	P. aeruginosa	0.061	15	26	2	31	0.8823529411764706	0.543859649122807	0.36585365853658536	0.9393939393939394	0.5172413793103449	0.2850241545893719
p_aeruginosa	P. aeruginosa	0.062	15	25	2	32	0.8823529411764706	0.5614035087719298	0.375	0.9411764705882353	0.5263157894736842	0.30090972708187536
p_aeruginosa	P. aeruginosa	0.063	15	25	2	32	0.8823529411764706	0.5614035087719298	0.375	0.9411764705882353	0.5263157894736842	0.30090972708187536
p_aeruginosa	P. aeruginosa	0.064	15	25	2	32	0.8823529411764706	0.5614035087719298	0.375	0.9411764705882353	0.5263157894736842	0.30090972708187536
p_aeruginosa	P. aeruginosa	0.065	15	25	2	32	0.8823529411764706	0.5614035087719298	0.375	0.9411764705882353	0.5263157894736842	0.30090972708187536
p_aeruginosa	P. aeruginosa	0.066	15	25	2	32	0.8823529411764706	0.5614035087719298	0.375	0.9411764705882353	0.5263157894736842	0.30090972708187536
p_aeruginosa	P. aeruginosa	0.067	15	25	2	32	0.8823529411764706	0.5614035087719298	0.375	0.9411764705882353	0.5263157894736842	0.30090972708187536
p_aeruginosa	P. aeruginosa	0.068	15	25	2	32	0.8823529411764706	0.5614035087719298	0.375	0.9411764705882353	0.5263157894736842	0.30090972708187536
p_aeruginosa	P. aeruginosa	0.069	15	25	2	32	0.8823529411764706	0.5614035087719298	0.375	0.9411764705882353	0.5263157894736842	0.30090972708187536
p_aeruginosa	P. aeruginosa	0.07	15	25	2	32	0.8823529411764706	0.5614035087719298	0.375	0.9411764705882353	0.5263157894736842	0.30090972708187536
p_aeruginosa	P. aeruginosa	0.07100000000000001	15	25	2	32	0.8823529411764706	0.5614035087719298	0.375	0.9411764705882353	0.5263157894736842	0.30090972708187536
p_aeruginosa	P. aeruginosa	0.07200000000000001	15	25	2	32	0.8823529411764706	0.5614035087719298	0.375	0.9411764705882353	0.5263157894736842	0.30090972708187536
p_aeruginosa	P. aeruginosa	0.073	15	25	2	32	0.8823529411764706	0.5614035087719298	0.375	0.9411764705882353	0.5263157894736842	0.30090972708187536
p_aeruginosa	P. aeruginosa	0.074	15	25	2	32	0.8823529411764706	0.5614035087719298	0.375	0.9411764705882353	0.5263157894736842	0.30090972708187536
p_aeruginosa	P. aeruginosa	0.075	15	25	2	32	0.8823529411764706	0.5614035087719298	0.375	0.9411764705882353	0.5263157894736842	0.30090972708187536
p_aeruginosa	P. aeruginosa	0.076	15	25	2	32	0.8823529411764706	0.5614035087719298	0.375	0.9411764705882353	0.5263157894736842	0.30090972708187536
p_aeruginosa	P. aeruginosa	0.077	15	25	2	32	0.8823529411764706	0.5614035087719298	0.375	0.9411764705882353	0.5263157894736842	0.30090972708187536
