effect	term	estimate	std.error	statistic	df	p.value	conf.low	conf.high	model	term_label	qvalue
fixed	same_patient	-0.060700894362784016	0.0240230760333193	-2.5267744346558145	1408.6427869794359	0.011620277576822107	-0.10782574923072492	-0.013576039494843109	body_region_model	Same patient	0.030987406871525618
fixed	same_batch	-0.017497170960499967	0.03814755107819988	-0.4586708836074945	1823.4158397401247	0.6465251894427873	-0.09231465968720728	0.05732031776620736	body_region_model	Same batch date	0.6465251894427873
fixed	same_body_region	-0.02302425257491371	0.01206278969651065	-1.9087004875475722	1774.0840203063754	0.05646196277704047	-0.04668302688806757	6.345217382401555e-4	body_region_model	Same body region	0.09033914044326476
fixed	same_chronicity	-0.06915333628764983	0.012082992299761154	-5.723196255700402	1820.143449254747	1.2199508929710394e-8	-0.09285132460356153	-0.04545534797173813	body_region_model	Same chronicity	9.759607143768315e-8
fixed	same_culture_positive	-0.011141670364813519	0.02323422088768832	-0.4795370767400006	503.98122637468555	0.6317646214663053	-0.056789530098681464	0.034506189369054426	body_region_model	Same culture positivity	0.6465251894427873
fixed	delta_years_since_first_sample	0.010247752024034829	0.011722695355501512	0.8741805287318598	1200.4780925979267	0.3821947912877095	-0.012751496932284521	0.03324700098035418	body_region_model	Elapsed-time gap (years)	0.5095930550502793
fixed	mean_host_fraction	-0.3905575521629407	0.09864816432072088	-3.959095993851198	106.95648544851659	1.3579300110665895e-4	-0.5861169424658106	-0.1949981618600708	body_region_model	Mean host fraction	5.431720044266358e-4
fixed	mean_log10_bacterial_reads	-0.06602242159421204	0.03420027570447708	-1.930464601066628	106.74323638194912	0.05620250299967143	-0.1338223444466327	0.0017775012582086497	body_region_model	Mean bacterial read depth	0.09033914044326476
