sample_i	sample_j	distance	comparison_group	same_patient	same_batch
02K	05G	0.8002572251601132	Different patient	False	False
02K	06A	0.9954487192433027	Different patient	False	False
02K	07A	0.984242100085267	Different patient	False	False
02K	07B	0.9889363421305544	Different patient	False	False
02K	07C	0.24889878922256836	Different patient	False	False
02K	07D	0.9926588182025924	Different patient	False	False
02K	08B	0.7768461184429678	Different patient	False	False
02K	09A	0.9740983267330059	Different patient	False	False
02K	10A	0.9763890288787539	Different patient	False	False
02K	10B	0.9738758074650148	Different patient	False	False
02K	10C	0.9684069594339045	Different patient	False	False
02K	11A	0.9725574644628588	Different patient	False	False
02K	11B	0.978432211551247	Different patient	False	False
02K	12A	0.9769232852152998	Different patient	False	False
02K	12B	0.976932894600429	Different patient	False	False
02K	13B	0.9969147092475557	Different patient	False	False
02K	13C	0.9714835234933848	Different patient	False	False
02K	13D	0.9739375364197742	Different patient	False	False
02K	14A	0.9780579463780775	Different patient	False	False
02K	15A	0.9947449002961176	Different patient	False	False
02K	16A	0.9977749480238135	Different patient	False	False
02K	16C	0.9196252336051612	Different patient	False	False
02K	16D	0.9742658276152805	Different patient	False	False
02K	16E	0.976119540801736	Different patient	False	False
02K	16F	0.9793829709929218	Different patient	False	False
02K	16G	0.9791108766137926	Different patient	False	False
02K	16H	0.9948410834074636	Different patient	False	False
02K	17B	0.9706834129853439	Different patient	False	False
02K	17C	0.9961939799535763	Different patient	False	False
02K	17G	0.9310353003520023	Different patient	False	False
02K	17I	0.7660598014710557	Different patient	False	False
02K	20B	0.9783593028886086	Different patient	False	False
02K	20C	0.995394167283314	Different patient	False	False
02L	02M	0.6432022531735168	Same patient, different batch date	True	False
02L	02N	0.8375053270911592	Same patient, different batch date	True	False
02L	02O	0.6820711427930664	Same patient, different batch date	True	False
02L	03A	0.7462081041759856	Different patient	False	False
02L	03B	0.765736922800618	Different patient	False	False
02L	03C	0.6117457168792116	Different patient	False	False
02L	03D	0.6559928419782862	Different patient	False	False
02L	03E	0.6861159625543212	Different patient	False	False
02L	03F	0.6563706500076886	Different patient	False	True
02L	03I	0.9788774889516878	Different patient	False	False
02L	04B	0.9127838154233178	Different patient	False	False
02L	04C	0.7949464926556034	Different patient	False	False
02L	05C	0.7557532650871899	Different patient	False	False
02L	05E	0.9171864278218876	Different patient	False	False
02L	05F	0.9002558732824284	Different patient	False	False
02L	05G	0.91187277057583	Different patient	False	False
02L	06A	0.9915920219242946	Different patient	False	False
02L	07A	0.981477715046446	Different patient	False	False
02L	07B	0.972144738056851	Different patient	False	False
02L	07C	0.9065336871280781	Different patient	False	False
02L	07D	0.9878183836461951	Different patient	False	False
02L	08B	0.953955556199847	Different patient	False	False
02L	09A	0.7683056152330926	Different patient	False	False
02L	10A	0.7453574246845797	Different patient	False	False
02L	10B	0.8531700540395327	Different patient	False	False
02L	10C	0.7651047969646444	Different patient	False	False
02L	11A	0.764329782446607	Different patient	False	False
02L	11B	0.7751039751346646	Different patient	False	False
02L	12A	0.7731344826894079	Different patient	False	False
02L	12B	0.7707564968430745	Different patient	False	False
02L	13B	0.9408770765782947	Different patient	False	False
02L	13C	0.7562989692763334	Different patient	False	False
02L	13D	0.7500665801881015	Different patient	False	False
02L	14A	0.7740418100762322	Different patient	False	False
02L	15A	0.9889853176364624	Different patient	False	False
02L	16A	0.9944499680184042	Different patient	False	False
02L	16C	0.8987001261536688	Different patient	False	False
02L	16D	0.7420156380952199	Different patient	False	False
02L	16E	0.7448172486248595	Different patient	False	False
02L	16F	0.9810683602174849	Different patient	False	False
02L	16G	0.9492674461580763	Different patient	False	False
02L	16H	0.9639741708155556	Different patient	False	False
02L	17B	0.8364544458881535	Different patient	False	False
02L	17C	0.9916656986100982	Different patient	False	False
02L	17G	0.8948273172486384	Different patient	False	False
02L	17I	0.9204753797050469	Different patient	False	False
02L	20B	0.7752538601163238	Different patient	False	False
02L	20C	0.9924866837342873	Different patient	False	False
02M	02N	0.6309620512335414	Same patient, same batch date	True	True
02M	02O	0.6204604388253728	Same patient, different batch date	True	False
02M	03A	0.4294712402823345	Different patient	False	False
02M	03B	0.7021578173638462	Different patient	False	False
02M	03C	0.7148017729270164	Different patient	False	False
02M	03D	0.5697638302123925	Different patient	False	False
02M	03E	0.5203301420174207	Different patient	False	False
02M	03F	0.5612323677235781	Different patient	False	False
02M	03I	0.9436596084146841	Different patient	False	False
02M	04B	0.472594100634267	Different patient	False	False
02M	04C	0.35661242527939485	Different patient	False	False
02M	05C	0.2909916964293854	Different patient	False	False
02M	05E	0.5047670292999725	Different patient	False	False
02M	05F	0.589475498525289	Different patient	False	False
02M	05G	0.4912667668754947	Different patient	False	False
02M	06A	0.731525580948585	Different patient	False	False
02M	07A	0.5628060270356298	Different patient	False	False
02M	07B	0.571318069916532	Different patient	False	False
02M	07C	0.841244529802931	Different patient	False	False
02M	07D	0.5675251675929949	Different patient	False	False
02M	08B	0.5912320012262429	Different patient	False	False
02M	09A	0.6399925803514535	Different patient	False	False
02M	10A	0.6331048930957472	Different patient	False	False
02M	10B	0.8826064363633015	Different patient	False	False
02M	10C	0.7023166375331007	Different patient	False	False
02M	11A	0.7109014673376112	Different patient	False	False
02M	11B	0.687136145892943	Different patient	False	False
02M	12A	0.7168150187933701	Different patient	False	False
02M	12B	0.7166895277314479	Different patient	False	False
02M	13B	0.9763741839906351	Different patient	False	False
02M	13C	0.6948539561391462	Different patient	False	False
02M	13D	0.6748823711084125	Different patient	False	False
02M	14A	0.7222492094225021	Different patient	False	False
02M	15A	0.9860114472776689	Different patient	False	False
02M	16A	0.7398099308589023	Different patient	False	False
02M	16C	0.8776814333745147	Different patient	False	False
02M	16D	0.6705559023849024	Different patient	False	False
02M	16E	0.4545807925099958	Different patient	False	False
02M	16F	0.7187281309206892	Different patient	False	False
02M	16G	0.6958115197117375	Different patient	False	False
02M	16H	0.8518429666583706	Different patient	False	False
02M	17B	0.5357016208108346	Different patient	False	False
02M	17C	0.7325802149703142	Different patient	False	False
02M	17G	0.8336943484508296	Different patient	False	False
02M	17I	0.8717736450121224	Different patient	False	False
02M	20B	0.46951108670035313	Different patient	False	False
02M	20C	0.7373733951756396	Different patient	False	False
02N	02O	0.9311441005688816	Same patient, different batch date	True	False
02N	03A	0.6681745895870654	Different patient	False	False
02N	03B	0.9168491239861255	Different patient	False	False
02N	03C	0.8508453735316703	Different patient	False	False
02N	03D	0.8968359540411174	Different patient	False	False
02N	03E	0.583827176561597	Different patient	False	False
02N	03F	0.8509806501041581	Different patient	False	False
02N	03I	0.6828666363976897	Different patient	False	False
02N	04B	0.6292859951046974	Different patient	False	False
02N	04C	0.6634228646420145	Different patient	False	False
02N	05C	0.6530044563285027	Different patient	False	False
02N	05E	0.5348479185679397	Different patient	False	False
02N	05F	0.5484214223524823	Different patient	False	False
02N	05G	0.44039039460804313	Different patient	False	False
02N	06A	0.7623200900683762	Different patient	False	False
02N	07A	0.7535687319182202	Different patient	False	False
02N	07B	0.7462978317343157	Different patient	False	False
02N	07C	0.635190489365269	Different patient	False	False
02N	07D	0.7583823188635156	Different patient	False	False
02N	08B	0.5349347428771435	Different patient	False	False
02N	09A	0.8904446360278702	Different patient	False	False
02N	10A	0.8623411758477347	Different patient	False	False
02N	10B	0.8342695651465983	Different patient	False	False
02N	10C	0.9250982969944231	Different patient	False	False
02N	11A	0.8686255939572033	Different patient	False	False
02N	11B	0.9209337513891381	Different patient	False	False
02N	12A	0.9456491881245734	Different patient	False	False
02N	12B	0.9458660636545198	Different patient	False	False
02N	13B	0.9171939087147786	Different patient	False	False
02N	13C	0.9286555310543528	Different patient	False	False
02N	13D	0.9018104466393176	Different patient	False	False
02N	14A	0.9455408232839331	Different patient	False	False
02N	15A	0.9892727502637964	Different patient	False	False
02N	16A	0.7671501575471896	Different patient	False	False
02N	16C	0.8406593245335913	Different patient	False	False
02N	16D	0.885253864248752	Different patient	False	False
02N	16E	0.6781876162773827	Different patient	False	False
02N	16F	0.7460884129540556	Different patient	False	False
02N	16G	0.7196247273836689	Different patient	False	False
02N	16H	0.848637179748581	Different patient	False	False
02N	17B	0.6826203701397363	Different patient	False	False
02N	17C	0.7655686360819971	Different patient	False	False
02N	17G	0.8131680956234483	Different patient	False	False
02N	17I	0.5637961917464487	Different patient	False	False
02N	20B	0.7173527937872392	Different patient	False	False
02N	20C	0.7647811740209752	Different patient	False	False
02O	03A	0.3213674563764034	Different patient	False	False
02O	03B	0.10841045436113775	Different patient	False	False
02O	03C	0.7495004053000202	Different patient	False	False
02O	03D	0.40599754742701694	Different patient	False	False
02O	03E	0.5086309628507019	Different patient	False	False
02O	03F	0.3721429205179392	Different patient	False	False
02O	03I	0.9965858639595152	Different patient	False	False
02O	04B	0.9323424205359891	Different patient	False	False
02O	04C	0.8165639722131423	Different patient	False	False
02O	05C	0.6556394482079401	Different patient	False	False
02O	05E	0.9489433029915761	Different patient	False	False
02O	05F	0.9597839049342102	Different patient	False	False
02O	05G	0.9528339768149796	Different patient	False	False
02O	06A	0.9920057299181335	Different patient	False	False
02O	07A	0.9845695834767392	Different patient	False	False
02O	07B	0.9924387398222378	Different patient	False	False
02O	07C	0.9125054849222217	Different patient	False	False
02O	07D	0.9937452362126049	Different patient	False	False
02O	08B	0.9600782289243366	Different patient	False	False
02O	09A	0.16982945549282213	Different patient	False	False
02O	10A	0.2847327354155052	Different patient	False	False
02O	10B	0.9378811714269646	Different patient	False	False
02O	10C	0.10899009227231866	Different patient	False	False
02O	11A	0.7590316114677894	Different patient	False	False
02O	11B	0.11161902282472021	Different patient	False	False
02O	12A	0.101727120295115	Different patient	False	False
02O	12B	0.10309401323981364	Different patient	False	False
02O	13B	0.9990170489434947	Different patient	False	False
02O	13C	0.16715030226681085	Different patient	False	False
02O	13D	0.3104469840501492	Different patient	False	False
02O	14A	0.10840992468074476	Different patient	False	False
02O	15A	0.9930462530427703	Different patient	False	False
02O	16A	0.997540150380864	Different patient	False	False
02O	16C	0.947584186349039	Different patient	False	False
02O	16D	0.2283693292053401	Different patient	False	False
02O	16E	0.7465599816535851	Different patient	False	False
02O	16F	0.9875433700904402	Different patient	False	False
02O	16G	0.9840238125085677	Different patient	False	False
02O	16H	0.9967800807825663	Different patient	False	False
02O	17B	0.8510273951278856	Different patient	False	False
02O	17C	0.9965370217246843	Different patient	False	False
02O	17G	0.9320246696612556	Different patient	False	False
02O	17I	0.956523889901207	Different patient	False	False
02O	20B	0.350604121770336	Different patient	False	False
02O	20C	0.9950946576451533	Different patient	False	False
03A	03B	0.3031670686426799	Same patient, same batch date	True	True
03A	03C	0.7672564318218696	Same patient, different batch date	True	False
03A	03D	0.49167565746368763	Same patient, different batch date	True	False
03A	03E	0.3779985808041691	Same patient, different batch date	True	False
03A	03F	0.44265136488972473	Same patient, different batch date	True	False
03A	03I	0.9489750223615933	Same patient, different batch date	True	False
03A	04B	0.6552638099764593	Different patient	False	False
03A	04C	0.5370089028255403	Different patient	False	False
03A	05C	0.37476795216323106	Different patient	False	False
03A	05E	0.6694888316577994	Different patient	False	False
03A	05F	0.6832436538445527	Different patient	False	False
03A	05G	0.6721640188271689	Different patient	False	False
03A	06A	0.7309187476247254	Different patient	False	False
03A	07A	0.7151365721239338	Different patient	False	False
03A	07B	0.7229768812428116	Different patient	False	False
03A	07C	0.8598375628262243	Different patient	False	False
03A	07D	0.7221209832964689	Different patient	False	False
03A	08B	0.6787851671682061	Different patient	False	False
03A	09A	0.27117330401765033	Different patient	False	False
03A	10A	0.23355520083432565	Different patient	False	False
03A	10B	0.9008403593510208	Different patient	False	False
03A	10C	0.30428374671654035	Different patient	False	False
03A	11A	0.7383409110681697	Different patient	False	False
03A	11B	0.28961820221001555	Different patient	False	False
03A	12A	0.321908078188383	Different patient	False	False
03A	12B	0.32019699646033023	Different patient	False	False
03A	13B	0.9989703584977069	Different patient	False	False
03A	13C	0.3123209033700667	Different patient	False	False
03A	13D	0.30688930225993616	Different patient	False	False
03A	14A	0.32377156995188777	Different patient	False	False
03A	15A	0.9853555371618273	Different patient	False	False
03A	16A	0.7328468285407954	Different patient	False	False
03A	16C	0.903157850890768	Different patient	False	False
03A	16D	0.27560670444329277	Different patient	False	False
03A	16E	0.4557160723436696	Different patient	False	False
03A	16F	0.7139253341012853	Different patient	False	False
03A	16G	0.688522291902908	Different patient	False	False
03A	16H	0.847590316830364	Different patient	False	False
03A	17B	0.5782543041426644	Different patient	False	False
03A	17C	0.728864248612309	Different patient	False	False
03A	17G	0.84089103884017	Different patient	False	False
03A	17I	0.9261815458544476	Different patient	False	False
03A	20B	0.08897020666210187	Different patient	False	False
03A	20C	0.7303910341249811	Different patient	False	False
03B	03C	0.7765407528381989	Same patient, different batch date	True	False
03B	03D	0.47842062155168386	Same patient, different batch date	True	False
03B	03E	0.48741852045343814	Same patient, different batch date	True	False
03B	03F	0.4429120246844797	Same patient, different batch date	True	False
03B	03I	0.9744120255558246	Same patient, different batch date	True	False
03B	04B	0.9091375814303819	Different patient	False	False
03B	04C	0.7911560332879581	Different patient	False	False
03B	05C	0.6261562071601305	Different patient	False	False
03B	05E	0.9243230330627996	Different patient	False	False
03B	05F	0.9382419597675647	Different patient	False	False
03B	05G	0.9310063749494586	Different patient	False	False
03B	06A	0.9951026659267901	Different patient	False	False
03B	07A	0.9839567747725669	Different patient	False	False
03B	07B	0.9916493367906052	Different patient	False	False
03B	07C	0.8888338619051425	Different patient	False	False
03B	07D	0.9907768529435661	Different patient	False	False
03B	08B	0.9352234551176335	Different patient	False	False
03B	09A	0.16891781080714666	Different patient	False	False
03B	10A	0.2773326368908144	Different patient	False	False
03B	10B	0.9293123935113489	Different patient	False	False
03B	10C	0.09538318290180497	Different patient	False	False
03B	11A	0.7362402418922347	Different patient	False	False
03B	11B	0.08780379734848782	Different patient	False	False
03B	12A	0.0600731323467233	Different patient	False	False
03B	12B	0.08955590540210362	Different patient	False	False
03B	13B	0.9988916734404227	Different patient	False	False
03B	13C	0.17208373043705422	Different patient	False	False
03B	13D	0.3099915440065209	Different patient	False	False
03B	14A	0.058587402621972304	Different patient	False	False
03B	15A	0.9924525328686132	Different patient	False	False
03B	16A	0.9961319979993205	Different patient	False	False
03B	16C	0.9351889978348676	Different patient	False	False
03B	16D	0.2226194766457257	Different patient	False	False
03B	16E	0.7406957891775139	Different patient	False	False
03B	16F	0.9769857048032642	Different patient	False	False
03B	16G	0.973471905488166	Different patient	False	False
03B	16H	0.9876013157873498	Different patient	False	False
03B	17B	0.8452270132282547	Different patient	False	False
03B	17C	0.9952821322041583	Different patient	False	False
03B	17G	0.9060604977776393	Different patient	False	False
03B	17I	0.9524781568015104	Different patient	False	False
03B	20B	0.33559944967998334	Different patient	False	False
03B	20C	0.9942032984441231	Different patient	False	False
03C	03D	0.7162665527674298	Same patient, same batch date	True	True
03C	03E	0.6876194263586279	Same patient, different batch date	True	False
03C	03F	0.7055107688537251	Same patient, different batch date	True	False
03C	03I	0.953415148654193	Same patient, different batch date	True	False
03C	04B	0.8956856616829849	Different patient	False	False
03C	04C	0.7838211010325478	Different patient	False	False
03C	05C	0.7646019153914455	Different patient	False	False
03C	05E	0.9050134214470612	Different patient	False	False
03C	05F	0.896919638842525	Different patient	False	False
03C	05G	0.9096268655972771	Different patient	False	False
03C	06A	0.9926870194826145	Different patient	False	False
03C	07A	0.98487243046224	Different patient	False	False
03C	07B	0.9921494439893785	Different patient	False	False
03C	07C	0.8666524857697475	Different patient	False	False
03C	07D	0.9918020112771337	Different patient	False	False
03C	08B	0.9151798275827636	Different patient	False	False
03C	09A	0.8049205078098003	Different patient	False	False
03C	10A	0.7248990199133775	Different patient	False	False
03C	10B	0.8792528250096591	Different patient	False	False
03C	10C	0.7935594537900613	Different patient	False	False
03C	11A	0.8022116694154456	Different patient	False	False
03C	11B	0.8079498795649454	Different patient	False	False
03C	12A	0.8004194706255728	Different patient	False	False
03C	12B	0.8012814997723745	Different patient	False	False
03C	13B	0.9987571103272519	Different patient	False	False
03C	13C	0.7911498545347677	Different patient	False	False
03C	13D	0.7897926442284748	Different patient	False	False
03C	14A	0.8033353847119082	Different patient	False	False
03C	15A	0.9935916992641206	Different patient	False	False
03C	16A	0.997545000372384	Different patient	False	False
03C	16C	0.8689835188510446	Different patient	False	False
03C	16D	0.7221126106512992	Different patient	False	False
03C	16E	0.7266350496264794	Different patient	False	False
03C	16F	0.976743166882496	Different patient	False	False
03C	16G	0.8973850684550836	Different patient	False	False
03C	16H	0.9540848514154799	Different patient	False	False
03C	17B	0.8438902407933268	Different patient	False	False
03C	17C	0.997103661283072	Different patient	False	False
03C	17G	0.8087752073044225	Different patient	False	False
03C	17I	0.905683344180345	Different patient	False	False
03C	20B	0.8079692283946898	Different patient	False	False
03C	20C	0.9952709268391503	Different patient	False	False
03D	03E	0.45199229845186634	Same patient, different batch date	True	False
03D	03F	0.32877012986785437	Same patient, different batch date	True	False
03D	03I	0.97295428731839	Same patient, different batch date	True	False
03D	04B	0.902159124867753	Different patient	False	False
03D	04C	0.7784837946776638	Different patient	False	False
03D	05C	0.6260020917030782	Different patient	False	False
03D	05E	0.9220471094697875	Different patient	False	False
03D	05F	0.9156939953022943	Different patient	False	False
03D	05G	0.9230977521287933	Different patient	False	False
03D	06A	0.9906615543741645	Different patient	False	False
03D	07A	0.984202205923324	Different patient	False	False
03D	07B	0.9917785889036422	Different patient	False	False
03D	07C	0.8857732919917953	Different patient	False	False
03D	07D	0.991050449766078	Different patient	False	False
03D	08B	0.9342562625248927	Different patient	False	False
03D	09A	0.508581008480695	Different patient	False	False
03D	10A	0.5035905854131084	Different patient	False	False
03D	10B	0.9282676178551198	Different patient	False	False
03D	10C	0.49507039799506747	Different patient	False	False
03D	11A	0.7500787890286853	Different patient	False	False
03D	11B	0.5106093214750199	Different patient	False	False
03D	12A	0.48585375578112705	Different patient	False	False
03D	12B	0.49812635065618965	Different patient	False	False
03D	13B	0.9990189008613618	Different patient	False	False
03D	13C	0.45796815356762655	Different patient	False	False
03D	13D	0.4892186567413924	Different patient	False	False
03D	14A	0.5072925750268675	Different patient	False	False
03D	15A	0.9927572544462651	Different patient	False	False
03D	16A	0.9971960414328789	Different patient	False	False
03D	16C	0.8983072121385391	Different patient	False	False
03D	16D	0.49654295523456393	Different patient	False	False
03D	16E	0.7389655485181069	Different patient	False	False
03D	16F	0.97732755383643	Different patient	False	False
03D	16G	0.9719682959380612	Different patient	False	False
03D	16H	0.986867627427626	Different patient	False	False
03D	17B	0.8218346350924324	Different patient	False	False
03D	17C	0.9960044079055372	Different patient	False	False
03D	17G	0.9005248447758757	Different patient	False	False
03D	17I	0.9221329216204914	Different patient	False	False
03D	20B	0.5115497967257683	Different patient	False	False
03D	20C	0.9946150802262674	Different patient	False	False
03E	03F	0.417298786215486	Same patient, different batch date	True	False
03E	03I	0.8778458634135156	Same patient, different batch date	True	False
03E	04B	0.711876827450597	Different patient	False	False
03E	04C	0.6212832596024399	Different patient	False	False
03E	05C	0.4463962036673631	Different patient	False	False
03E	05E	0.7179348399188129	Different patient	False	False
03E	05F	0.7053620274742888	Different patient	False	False
03E	05G	0.7158293349661183	Different patient	False	False
03E	06A	0.896876402670407	Different patient	False	False
03E	07A	0.8541071726580908	Different patient	False	False
03E	07B	0.8476463929040469	Different patient	False	False
03E	07C	0.796812045139192	Different patient	False	False
03E	07D	0.8588891207507494	Different patient	False	False
03E	08B	0.7675474201535483	Different patient	False	False
03E	09A	0.42429240683574027	Different patient	False	False
03E	10A	0.4016981717479232	Different patient	False	False
03E	10B	0.8395691747639304	Different patient	False	False
03E	10C	0.4802467550115653	Different patient	False	False
03E	11A	0.6893912972093342	Different patient	False	False
03E	11B	0.476047238203785	Different patient	False	False
03E	12A	0.5093667035168972	Different patient	False	False
03E	12B	0.5079129603432765	Different patient	False	False
03E	13B	0.9512509357862632	Different patient	False	False
03E	13C	0.47379067257696217	Different patient	False	False
03E	13D	0.4617950890317298	Different patient	False	False
03E	14A	0.5208420094516878	Different patient	False	False
03E	15A	0.9874973376534463	Different patient	False	False
03E	16A	0.8996356609480485	Different patient	False	False
03E	16C	0.7935769475587153	Different patient	False	False
03E	16D	0.44783908103677655	Different patient	False	False
03E	16E	0.5873496790347958	Different patient	False	False
03E	16F	0.8767421349691484	Different patient	False	False
03E	16G	0.8328624416770781	Different patient	False	False
03E	16H	0.8518247653939808	Different patient	False	False
03E	17B	0.6792972010279158	Different patient	False	False
03E	17C	0.8926870801979746	Different patient	False	False
03E	17G	0.767744074955667	Different patient	False	False
03E	17I	0.6832998500542912	Different patient	False	False
03E	20B	0.42410284415668437	Different patient	False	False
03E	20C	0.8977283966882054	Different patient	False	False
03F	03I	0.9221555054135696	Same patient, different batch date	True	False
03F	04B	0.8774329450226164	Different patient	False	False
03F	04C	0.7590343076623935	Different patient	False	False
03F	05C	0.5949292691921048	Different patient	False	False
03F	05E	0.869750594275828	Different patient	False	False
03F	05F	0.8713414883168347	Different patient	False	False
03F	05G	0.8739703192185873	Different patient	False	False
03F	06A	0.9791166589596573	Different patient	False	False
03F	07A	0.9679167007180658	Different patient	False	False
03F	07B	0.9741806879983349	Different patient	False	False
03F	07C	0.8430064660703086	Different patient	False	False
03F	07D	0.9760917133517323	Different patient	False	False
03F	08B	0.8881111388244957	Different patient	False	False
03F	09A	0.44701304924723406	Different patient	False	False
03F	10A	0.44949550003157845	Different patient	False	False
03F	10B	0.9237420823126778	Different patient	False	False
03F	10C	0.445382004596536	Different patient	False	False
03F	11A	0.7342443244871574	Different patient	False	False
03F	11B	0.4534172478838559	Different patient	False	False
03F	12A	0.4650939484169485	Different patient	False	False
03F	12B	0.46236275545635797	Different patient	False	False
03F	13B	0.9969713205454752	Different patient	False	False
03F	13C	0.44114037862026556	Different patient	False	False
03F	13D	0.44805541474129745	Different patient	False	False
03F	14A	0.46838194027287017	Different patient	False	False
03F	15A	0.9875091217278685	Different patient	False	False
03F	16A	0.980806443763846	Different patient	False	False
03F	16C	0.8629701328682233	Different patient	False	False
03F	16D	0.44602587663779547	Different patient	False	False
03F	16E	0.7226027760592161	Different patient	False	False
03F	16F	0.9596596096740122	Different patient	False	False
03F	16G	0.9571004065852982	Different patient	False	False
03F	16H	0.9748213739296084	Different patient	False	False
03F	17B	0.8191201905006558	Different patient	False	False
03F	17C	0.9785695169070897	Different patient	False	False
03F	17G	0.8623781849192418	Different patient	False	False
03F	17I	0.8709515697458327	Different patient	False	False
03F	20B	0.45587920731047227	Different patient	False	False
03F	20C	0.9786864991501567	Different patient	False	False
03I	04B	0.9258643259343567	Different patient	False	False
03I	04C	0.9194371921904678	Different patient	False	False
03I	05C	0.9190954898036331	Different patient	False	False
03I	05E	0.7957901728695895	Different patient	False	False
03I	05F	0.8327332714952623	Different patient	False	False
03I	05G	0.7880652866278065	Different patient	False	False
03I	06A	0.9613494088455563	Different patient	False	False
03I	07A	0.9607037599718253	Different patient	False	False
03I	07B	0.9530162738337496	Different patient	False	False
03I	07C	0.2992357333926159	Different patient	False	False
03I	07D	0.9580975711906075	Different patient	False	False
03I	08B	0.7620544307325013	Different patient	False	False
03I	09A	0.9567391117322644	Different patient	False	False
03I	10A	0.9593563238975827	Different patient	False	False
03I	10B	0.9836137239600904	Different patient	False	False
03I	10C	0.9824838693300734	Different patient	False	False
03I	11A	0.9725495124076865	Different patient	False	False
03I	11B	0.9700913678721806	Different patient	False	False
03I	12A	0.9978867871313433	Different patient	False	False
03I	12B	0.9966888898047359	Different patient	False	False
03I	13B	0.9940277260830248	Different patient	False	False
03I	13C	0.9874376301466925	Different patient	False	False
03I	13D	0.9852355035585078	Different patient	False	False
03I	14A	0.9985184054457301	Different patient	False	False
03I	15A	0.9890723139858757	Different patient	False	False
03I	16A	0.9631102556147642	Different patient	False	False
03I	16C	0.9054954054451613	Different patient	False	False
03I	16D	0.9777236723449577	Different patient	False	False
03I	16E	0.9587010243400739	Different patient	False	False
03I	16F	0.9540211255268983	Different patient	False	False
03I	16G	0.954237224414399	Different patient	False	False
03I	16H	0.9604537771547089	Different patient	False	False
03I	17B	0.9536239921322159	Different patient	False	False
03I	17C	0.9602519354783483	Different patient	False	False
03I	17G	0.9153769306919146	Different patient	False	False
03I	17I	0.747482688949921	Different patient	False	False
03I	20B	0.9637521143111192	Different patient	False	False
03I	20C	0.9633309665296561	Different patient	False	False
04B	04C	0.1494782287540727	Same patient, different batch date	True	False
04B	05C	0.4506803510102932	Different patient	False	False
04B	05E	0.3565880192682413	Different patient	False	False
04B	05F	0.5577935640953932	Different patient	False	False
04B	05G	0.30947463533018343	Different patient	False	False
04B	06A	0.48511815995575774	Different patient	False	False
04B	07A	0.14277538675621027	Different patient	False	False
04B	07B	0.5551764386833931	Different patient	False	False
04B	07C	0.8538953211895056	Different patient	False	False
04B	07D	0.1473333052020081	Different patient	False	False
04B	08B	0.32539784189477194	Different patient	False	False
04B	09A	0.856219545844162	Different patient	False	False
04B	10A	0.8662618665687045	Different patient	False	False
04B	10B	0.8951949455325781	Different patient	False	False
04B	10C	0.9155703171447777	Different patient	False	False
04B	11A	0.8990776875572116	Different patient	False	False
04B	11B	0.8994072746899565	Different patient	False	False
04B	12A	0.935933352390817	Different patient	False	False
04B	12B	0.935452200718852	Different patient	False	False
04B	13B	0.967212410481718	Different patient	False	False
04B	13C	0.9232514621296132	Different patient	False	False
04B	13D	0.9144954292416778	Different patient	False	False
04B	14A	0.9376202367656654	Different patient	False	False
04B	15A	0.9891095071773376	Different patient	False	False
04B	16A	0.4871306332922314	Different patient	False	False
04B	16C	0.8920921578872585	Different patient	False	False
04B	16D	0.9102963718877002	Different patient	False	False
04B	16E	0.57276968726502	Different patient	False	False
04B	16F	0.4672572031315158	Different patient	False	False
04B	16G	0.46162781495122057	Different patient	False	False
04B	16H	0.8729122787533151	Different patient	False	False
04B	17B	0.37443548419507583	Different patient	False	False
04B	17C	0.4807670909319255	Different patient	False	False
04B	17G	0.8497923180345541	Different patient	False	False
04B	17I	0.8576310805947449	Different patient	False	False
04B	20B	0.6269497867169546	Different patient	False	False
04B	20C	0.48460054565134736	Different patient	False	False
04C	05C	0.3228839511259461	Different patient	False	False
04C	05E	0.3506915978831297	Different patient	False	False
04C	05F	0.5526111907465472	Different patient	False	False
04C	05G	0.3068786569062588	Different patient	False	False
04C	06A	0.5240678757182059	Different patient	False	False
04C	07A	0.2494237756622606	Different patient	False	False
04C	07B	0.5514295713520816	Different patient	False	False
04C	07C	0.8306097588390299	Different patient	False	False
04C	07D	0.2541863213763497	Different patient	False	False
04C	08B	0.36796050929509805	Different patient	False	False
04C	09A	0.730042871540679	Different patient	False	False
04C	10A	0.7464970204403295	Different patient	False	False
04C	10B	0.9073175579118289	Different patient	False	False
04C	10C	0.7926428020667529	Different patient	False	False
04C	11A	0.7741592392875527	Different patient	False	False
04C	11B	0.7794273506427768	Different patient	False	False
04C	12A	0.817197702224131	Different patient	False	False
04C	12B	0.8140369869126177	Different patient	False	False
04C	13B	0.9820224334999088	Different patient	False	False
04C	13C	0.7969188463467367	Different patient	False	False
04C	13D	0.7878942648335113	Different patient	False	False
04C	14A	0.8209397907969732	Different patient	False	False
04C	15A	0.9833864189880133	Different patient	False	False
04C	16A	0.5256258624679572	Different patient	False	False
04C	16C	0.8900076066438853	Different patient	False	False
04C	16D	0.792569890785157	Different patient	False	False
04C	16E	0.4500630906265344	Different patient	False	False
04C	16F	0.5068918634745099	Different patient	False	False
04C	16G	0.5003970640730695	Different patient	False	False
04C	16H	0.8709323093365275	Different patient	False	False
04C	17B	0.33444274858209166	Different patient	False	False
04C	17C	0.5176701154726903	Different patient	False	False
04C	17G	0.8422061768314669	Different patient	False	False
04C	17I	0.8828560740447629	Different patient	False	False
04C	20B	0.5064675270652884	Different patient	False	False
04C	20C	0.5228491171700237	Different patient	False	False
