sample_i	sample_j	distance	comparison_group	same_patient	same_batch
05C	05E	0.39460426558496436	Same patient, different batch date	True	False
05C	05F	0.4508343446997813	Same patient, different batch date	True	False
05C	05G	0.42804830693809764	Same patient, different batch date	True	False
05C	06A	0.685974053732391	Different patient	False	False
05C	07A	0.5389043697492655	Different patient	False	False
05C	07B	0.5651619699821594	Different patient	False	False
05C	07C	0.8152446670100724	Different patient	False	False
05C	07D	0.5437306551514771	Different patient	False	False
05C	08B	0.5096983816239339	Different patient	False	False
05C	09A	0.5272284267061822	Different patient	False	False
05C	10A	0.5759572308308872	Different patient	False	False
05C	10B	0.9032780780277367	Different patient	False	False
05C	10C	0.6141689508238849	Different patient	False	False
05C	11A	0.6379657976198168	Different patient	False	False
05C	11B	0.6134923310972961	Different patient	False	False
05C	12A	0.6539479837960054	Different patient	False	False
05C	12B	0.6470733326109741	Different patient	False	False
05C	13B	0.9804522662770426	Different patient	False	False
05C	13C	0.5963506758898739	Different patient	False	False
05C	13D	0.553532376932851	Different patient	False	False
05C	14A	0.6607118299574342	Different patient	False	False
05C	15A	0.9809127035172858	Different patient	False	False
05C	16A	0.6880391248457819	Different patient	False	False
05C	16C	0.8078923015927756	Different patient	False	False
05C	16D	0.6267643401587851	Different patient	False	False
05C	16E	0.41353664692136155	Different patient	False	False
05C	16F	0.6667289974239656	Different patient	False	False
05C	16G	0.6557597789595534	Different patient	False	False
05C	16H	0.8641296792917362	Different patient	False	False
05C	17B	0.44403577161164354	Different patient	False	False
05C	17C	0.6789857162775762	Different patient	False	False
05C	17G	0.7973929473179784	Different patient	False	False
05C	17I	0.8374943604547335	Different patient	False	False
05C	20B	0.3469387747612813	Different patient	False	False
05C	20C	0.6854603076178695	Different patient	False	False
05E	05F	0.31788805910261225	Same patient, different batch date	True	False
05E	05G	0.20107279377990614	Same patient, different batch date	True	False
05E	06A	0.6575186407668294	Different patient	False	False
05E	07A	0.4228864442994218	Different patient	False	False
05E	07B	0.5272431699690466	Different patient	False	False
05E	07C	0.7133176721472217	Different patient	False	False
05E	07D	0.4278371132259941	Different patient	False	False
05E	08B	0.32922456252345034	Different patient	False	False
05E	09A	0.8113641681874527	Different patient	False	False
05E	10A	0.8668770963885564	Different patient	False	False
05E	10B	0.8698456388747416	Different patient	False	False
05E	10C	0.9119736426950228	Different patient	False	False
05E	11A	0.8126314188110398	Different patient	False	False
05E	11B	0.9066099026612007	Different patient	False	False
05E	12A	0.9482376180232477	Different patient	False	False
05E	12B	0.9392992021413563	Different patient	False	False
05E	13B	0.9318894146878506	Different patient	False	False
05E	13C	0.8771323921385953	Different patient	False	False
05E	13D	0.8107701257380985	Different patient	False	False
05E	14A	0.9502196076663777	Different patient	False	False
05E	15A	0.9891721968090086	Different patient	False	False
05E	16A	0.6592134099359147	Different patient	False	False
05E	16C	0.7591103574864043	Different patient	False	False
05E	16D	0.9235220756989448	Different patient	False	False
05E	16E	0.595174154759199	Different patient	False	False
05E	16F	0.6385859059926805	Different patient	False	False
05E	16G	0.6302270801679641	Different patient	False	False
05E	16H	0.8648815753417001	Different patient	False	False
05E	17B	0.5205061651109841	Different patient	False	False
05E	17C	0.6510133068549591	Different patient	False	False
05E	17G	0.8135276070440737	Different patient	False	False
05E	17I	0.7183469262210656	Different patient	False	False
05E	20B	0.6398004497807352	Different patient	False	False
05E	20C	0.6572891110948199	Different patient	False	False
05F	05G	0.3883382413260927	Same patient, same batch date	True	True
05F	06A	0.6997739212598525	Different patient	False	False
05F	07A	0.610192352237144	Different patient	False	False
05F	07B	0.6140445327916427	Different patient	False	False
05F	07C	0.7759408213684106	Different patient	False	False
05F	07D	0.6167376296801806	Different patient	False	False
05F	08B	0.45384805612287765	Different patient	False	False
05F	09A	0.8302127336425997	Different patient	False	False
05F	10A	0.8860657708906488	Different patient	False	False
05F	10B	0.923276018377622	Different patient	False	False
05F	10C	0.9169923340622396	Different patient	False	False
05F	11A	0.7570168571976413	Different patient	False	False
05F	11B	0.9243065456285565	Different patient	False	False
05F	12A	0.9604810038314774	Different patient	False	False
05F	12B	0.942713448510852	Different patient	False	False
05F	13B	0.9681654052534748	Different patient	False	False
05F	13C	0.8861614175639069	Different patient	False	False
05F	13D	0.8343822137220789	Different patient	False	False
05F	14A	0.9664746788393308	Different patient	False	False
05F	15A	0.9817386870586824	Different patient	False	False
05F	16A	0.7042046765209706	Different patient	False	False
05F	16C	0.6366160547495631	Different patient	False	False
05F	16D	0.9321774381502026	Different patient	False	False
05F	16E	0.6560799120261986	Different patient	False	False
05F	16F	0.6819265025399049	Different patient	False	False
05F	16G	0.6698474723029224	Different patient	False	False
05F	16H	0.8516361261101595	Different patient	False	False
05F	17B	0.5555600113190182	Different patient	False	False
05F	17C	0.6955054829881874	Different patient	False	False
05F	17G	0.8082651857525253	Different patient	False	False
05F	17I	0.7064392021494269	Different patient	False	False
05F	20B	0.6794294453534953	Different patient	False	False
05F	20C	0.7023214890654033	Different patient	False	False
05G	06A	0.569924579362267	Different patient	False	False
05G	07A	0.38160634351629114	Different patient	False	False
05G	07B	0.5253214475543335	Different patient	False	False
05G	07C	0.7101723896719045	Different patient	False	False
05G	07D	0.3865883614455807	Different patient	False	False
05G	08B	0.23314525501576258	Different patient	False	False
05G	09A	0.863394913508476	Different patient	False	False
05G	10A	0.8784788830360989	Different patient	False	False
05G	10B	0.901492606425649	Different patient	False	False
05G	10C	0.9294399118693956	Different patient	False	False
05G	11A	0.8641014297247974	Different patient	False	False
05G	11B	0.9142701125789667	Different patient	False	False
05G	12A	0.9553568840615022	Different patient	False	False
05G	12B	0.9541441350991142	Different patient	False	False
05G	13B	0.9543245879223683	Different patient	False	False
05G	13C	0.9277022759957206	Different patient	False	False
05G	13D	0.9046605442325174	Different patient	False	False
05G	14A	0.9583586571201689	Different patient	False	False
05G	15A	0.988199346599007	Different patient	False	False
05G	16A	0.575391966405772	Different patient	False	False
05G	16C	0.8477429975008495	Different patient	False	False
05G	16D	0.9166068303543584	Different patient	False	False
05G	16E	0.5863105128194984	Different patient	False	False
05G	16F	0.5539393915601507	Different patient	False	False
05G	16G	0.5498076706358771	Different patient	False	False
05G	16H	0.872653310842657	Different patient	False	False
05G	17B	0.4701048883954406	Different patient	False	False
05G	17C	0.5684248799241924	Different patient	False	False
05G	17G	0.8311017906247247	Different patient	False	False
05G	17I	0.7221913472615848	Different patient	False	False
05G	20B	0.6471607825612851	Different patient	False	False
05G	20C	0.5728643145319091	Different patient	False	False
06A	07A	0.4142849699445622	Different patient	False	False
06A	07B	0.7134236466987113	Different patient	False	False
06A	07C	0.9585960034732858	Different patient	False	False
06A	07D	0.3517771998389626	Different patient	False	False
06A	08B	0.374611210442384	Different patient	False	False
06A	09A	0.946679023634789	Different patient	False	False
06A	10A	0.9415544049625276	Different patient	False	False
06A	10B	0.9898301843448734	Different patient	False	False
06A	10C	0.988245623192912	Different patient	False	False
06A	11A	0.9736093300026675	Different patient	False	False
06A	11B	0.9691639078538836	Different patient	False	False
06A	12A	0.992864755536689	Different patient	False	False
06A	12B	0.9921355472361519	Different patient	False	False
06A	13B	0.9990400454915356	Different patient	False	False
06A	13C	0.9866805266547051	Different patient	False	False
06A	13D	0.9819369620412223	Different patient	False	False
06A	14A	0.9972319025591043	Different patient	False	False
06A	15A	0.9820574102065882	Different patient	False	False
06A	16A	0.01710391640388527	Different patient	False	False
06A	16C	0.9598719202536231	Different patient	False	False
06A	16D	0.9766011121234207	Different patient	False	False
06A	16E	0.6424787674709005	Different patient	False	False
06A	16F	0.030582845444397114	Different patient	False	False
06A	16G	0.13658929034002268	Different patient	False	False
06A	16H	0.8787348509438752	Different patient	False	False
06A	17B	0.41971919822154935	Different patient	False	False
06A	17C	0.01771704880836922	Different patient	False	False
06A	17G	0.9418590339232256	Different patient	False	False
06A	17I	0.9527974497092184	Different patient	False	False
06A	20B	0.6821341677002676	Different patient	False	False
06A	20C	0.014776563012372209	Different patient	False	False
07A	07B	0.5525532070841059	Same patient, same batch date	True	True
07A	07C	0.9283500691123426	Same patient, different batch date	True	False
07A	07D	0.0698616907936445	Same patient, different batch date	True	False
07A	08B	0.3159651955648634	Different patient	False	False
07A	09A	0.9107872583778823	Different patient	False	False
07A	10A	0.9208151547747758	Different patient	False	False
07A	10B	0.9778250339317613	Different patient	False	False
07A	10C	0.9777427307281676	Different patient	False	False
07A	11A	0.9646760492032734	Different patient	False	False
07A	11B	0.947689836867804	Different patient	False	False
07A	12A	0.9853502444766972	Different patient	False	False
07A	12B	0.9845986564165848	Different patient	False	False
07A	13B	0.9986191902177864	Different patient	False	False
07A	13C	0.9770899399798183	Different patient	False	False
07A	13D	0.975274149940353	Different patient	False	False
07A	14A	0.9860111003294183	Different patient	False	False
07A	15A	0.9792879366156375	Different patient	False	False
07A	16A	0.41747430290138743	Different patient	False	False
07A	16C	0.9482008182694928	Different patient	False	False
07A	16D	0.968182029093286	Different patient	False	False
07A	16E	0.6307081266834792	Different patient	False	False
07A	16F	0.4125599230931167	Different patient	False	False
07A	16G	0.40896310220341386	Different patient	False	False
07A	16H	0.8785899937309608	Different patient	False	False
07A	17B	0.38362357298475147	Different patient	False	False
07A	17C	0.41309705521809664	Different patient	False	False
07A	17G	0.9300419302137433	Different patient	False	False
07A	17I	0.9429403162273623	Different patient	False	False
07A	20B	0.6706382740356229	Different patient	False	False
07A	20C	0.41115192517987487	Different patient	False	False
07B	07C	0.9339278483858048	Same patient, different batch date	True	False
07B	07D	0.552211047659064	Same patient, different batch date	True	False
07B	08B	0.6020829240210402	Different patient	False	False
07B	09A	0.91567137645009	Different patient	False	False
07B	10A	0.9266628038584785	Different patient	False	False
07B	10B	0.9649384698080261	Different patient	False	False
07B	10C	0.9854497219907802	Different patient	False	False
07B	11A	0.9694388150981585	Different patient	False	False
07B	11B	0.9559182900456031	Different patient	False	False
07B	12A	0.9935401814813085	Different patient	False	False
07B	12B	0.992505977351922	Different patient	False	False
07B	13B	0.9739385162435827	Different patient	False	False
07B	13C	0.9824832170385963	Different patient	False	False
07B	13D	0.9724802408066653	Different patient	False	False
07B	14A	0.9940159472942682	Different patient	False	False
07B	15A	0.9835090841889459	Different patient	False	False
07B	16A	0.7165118025199068	Different patient	False	False
07B	16C	0.956948703586211	Different patient	False	False
07B	16D	0.9737751268635529	Different patient	False	False
07B	16E	0.7090329618942861	Different patient	False	False
07B	16F	0.7135568985797748	Different patient	False	False
07B	16G	0.7118581072081523	Different patient	False	False
07B	16H	0.8782241820997851	Different patient	False	False
07B	17B	0.6839558883811463	Different patient	False	False
07B	17C	0.711498452785582	Different patient	False	False
07B	17G	0.9323778044340092	Different patient	False	False
07B	17I	0.9371996026569301	Different patient	False	False
07B	20B	0.714382901411647	Different patient	False	False
07B	20C	0.7132986270295875	Different patient	False	False
07C	07D	0.9353521171126674	Same patient, same batch date	True	True
07C	08B	0.6800549667011966	Different patient	False	False
07C	09A	0.8580320924525849	Different patient	False	False
07C	10A	0.8671970943656692	Different patient	False	False
07C	10B	0.9254334486057898	Different patient	False	False
07C	10C	0.8980890950389262	Different patient	False	False
07C	11A	0.8949544140346584	Different patient	False	False
07C	11B	0.8777630441981051	Different patient	False	False
07C	12A	0.9137264062786951	Different patient	False	False
07C	12B	0.9125508177796554	Different patient	False	False
07C	13B	0.9978426303871787	Different patient	False	False
07C	13C	0.90437516289719	Different patient	False	False
07C	13D	0.902612240400079	Different patient	False	False
07C	14A	0.916103813644699	Different patient	False	False
07C	15A	0.9881271192440135	Different patient	False	False
07C	16A	0.9625861959741178	Different patient	False	False
07C	16C	0.8725046601870242	Different patient	False	False
07C	16D	0.894574951197034	Different patient	False	False
07C	16E	0.8777407248575491	Different patient	False	False
07C	16F	0.9430845607489226	Different patient	False	False
07C	16G	0.9419028820067663	Different patient	False	False
07C	16H	0.9562153338180744	Different patient	False	False
07C	17B	0.8532498083839613	Different patient	False	False
07C	17C	0.9580977210695922	Different patient	False	False
07C	17G	0.8516405467324163	Different patient	False	False
07C	17I	0.7304424833126745	Different patient	False	False
07C	20B	0.880805867378877	Different patient	False	False
07C	20C	0.9601676425164702	Different patient	False	False
07D	08B	0.27533921418208834	Different patient	False	False
07D	09A	0.9181238153788334	Different patient	False	False
07D	10A	0.9254047827192747	Different patient	False	False
07D	10B	0.9826307805666548	Different patient	False	False
07D	10C	0.9847590211226719	Different patient	False	False
07D	11A	0.9710216451912463	Different patient	False	False
07D	11B	0.9573508681627438	Different patient	False	False
07D	12A	0.9950255726688937	Different patient	False	False
07D	12B	0.9938862686138842	Different patient	False	False
07D	13B	0.996654629018867	Different patient	False	False
07D	13C	0.9856853277676237	Different patient	False	False
07D	13D	0.9798034342450407	Different patient	False	False
07D	14A	0.9956925004712928	Different patient	False	False
07D	15A	0.979808181220857	Different patient	False	False
07D	16A	0.3539551727956942	Different patient	False	False
07D	16C	0.9549053554739737	Different patient	False	False
07D	16D	0.9726004711859301	Different patient	False	False
07D	16E	0.6353755829121743	Different patient	False	False
07D	16F	0.3540452057984634	Different patient	False	False
07D	16G	0.3511745546101392	Different patient	False	False
07D	16H	0.8760037623676733	Different patient	False	False
07D	17B	0.3864863412869633	Different patient	False	False
07D	17C	0.34854093140436865	Different patient	False	False
07D	17G	0.9349339446527661	Different patient	False	False
07D	17I	0.949665334544097	Different patient	False	False
07D	20B	0.6802533199807416	Different patient	False	False
07D	20C	0.3487077963615231	Different patient	False	False
08B	09A	0.8866915576806133	Different patient	False	False
08B	10A	0.8930139650338346	Different patient	False	False
08B	10B	0.9487596210746159	Different patient	False	False
08B	10C	0.9435415272154077	Different patient	False	False
08B	11A	0.9390574468024917	Different patient	False	False
08B	11B	0.9236089447430953	Different patient	False	False
08B	12A	0.9609343650580604	Different patient	False	False
08B	12B	0.9599155602473102	Different patient	False	False
08B	13B	0.9997001157056569	Different patient	False	False
08B	13C	0.9521806835362208	Different patient	False	False
08B	13D	0.9495756030326384	Different patient	False	False
08B	14A	0.9617934259100869	Different patient	False	False
08B	15A	0.9901055757694394	Different patient	False	False
08B	16A	0.3765880138886927	Different patient	False	False
08B	16C	0.8728463579047109	Different patient	False	False
08B	16D	0.9403751321109969	Different patient	False	False
08B	16E	0.6043341628650223	Different patient	False	False
08B	16F	0.35710541398046425	Different patient	False	False
08B	16G	0.35474384555064337	Different patient	False	False
08B	16H	0.8736876964667198	Different patient	False	False
08B	17B	0.3503758731769544	Different patient	False	False
08B	17C	0.37274059405666055	Different patient	False	False
08B	17G	0.8583279511417503	Different patient	False	False
08B	17I	0.741963288174263	Different patient	False	False
08B	20B	0.6501380455458768	Different patient	False	False
08B	20C	0.3741439843791999	Different patient	False	False
09A	10A	0.21825326173655574	Different patient	False	False
09A	10B	0.9223142043729812	Different patient	False	False
09A	10C	0.14487783588301525	Different patient	False	False
09A	11A	0.6723315901403268	Different patient	False	False
09A	11B	0.12701895649203615	Different patient	False	False
09A	12A	0.168218377587393	Different patient	False	False
09A	12B	0.16037116986681044	Different patient	False	False
09A	13B	0.9931935074970867	Different patient	False	False
09A	13C	0.13142587810289852	Different patient	False	False
09A	13D	0.23567206711886693	Different patient	False	False
09A	14A	0.172975527670071	Different patient	False	False
09A	15A	0.9845838331232939	Different patient	False	False
09A	16A	0.9486750997923702	Different patient	False	False
09A	16C	0.863573233587855	Different patient	False	False
09A	16D	0.20998021979508155	Different patient	False	False
09A	16E	0.6825487441453556	Different patient	False	False
09A	16F	0.9378589947929086	Different patient	False	False
09A	16G	0.9263039169638314	Different patient	False	False
09A	16H	0.9398809846259892	Different patient	False	False
09A	17B	0.7273220992172064	Different patient	False	False
09A	17C	0.9407981272317999	Different patient	False	False
09A	17G	0.8592405350701762	Different patient	False	False
09A	17I	0.8976486302229478	Different patient	False	False
09A	20B	0.3065641387013269	Different patient	False	False
09A	20C	0.9467664699211541	Different patient	False	False
10A	10B	0.866636926564465	Same patient, different batch date	True	False
10A	10C	0.23065915169146894	Same patient, different batch date	True	False
10A	11A	0.7284990845941375	Different patient	False	True
10A	11B	0.2078074441292232	Different patient	False	True
10A	12A	0.2581707274054281	Different patient	False	False
10A	12B	0.2589350543083675	Different patient	False	False
10A	13B	0.9933220480900053	Different patient	False	False
10A	13C	0.2413304698050934	Different patient	False	False
10A	13D	0.2825910283553289	Different patient	False	False
10A	14A	0.2857431367474711	Different patient	False	False
10A	15A	0.9867134635237995	Different patient	False	False
10A	16A	0.9418687865473616	Different patient	False	False
10A	16C	0.902136790593634	Different patient	False	False
10A	16D	0.09565790950979651	Different patient	False	False
10A	16E	0.5213628953507672	Different patient	False	False
10A	16F	0.9301367076043322	Different patient	False	False
10A	16G	0.8286961874830591	Different patient	False	False
10A	16H	0.8990218551831889	Different patient	False	False
10A	17B	0.7742079990252906	Different patient	False	False
10A	17C	0.9339834302800133	Different patient	False	False
10A	17G	0.7057688094683132	Different patient	False	False
10A	17I	0.9249392938086443	Different patient	False	False
10A	20B	0.28926942926515636	Different patient	False	False
10A	20C	0.9402173827132536	Different patient	False	False
10B	10C	0.9236480546082398	Same patient, same batch date	True	True
10B	11A	0.9113140617894175	Different patient	False	False
10B	11B	0.9315877861425423	Different patient	False	False
10B	12A	0.9379131104850204	Different patient	False	False
10B	12B	0.9359723583056014	Different patient	False	False
10B	13B	0.16201213527176336	Different patient	False	False
10B	13C	0.9053723932053863	Different patient	False	False
10B	13D	0.839799945207286	Different patient	False	False
10B	14A	0.9391328255725115	Different patient	False	False
10B	15A	0.9886646072557086	Different patient	False	False
10B	16A	0.9906334787942603	Different patient	False	False
10B	16C	0.9408529883538143	Different patient	False	False
10B	16D	0.8698454616283982	Different patient	False	False
10B	16E	0.8617186570258205	Different patient	False	False
10B	16F	0.9757577462465126	Different patient	False	False
10B	16G	0.9153440735825508	Different patient	False	False
10B	16H	0.9467017408203339	Different patient	False	False
10B	17B	0.9037024884504179	Different patient	False	False
10B	17C	0.9869818805107555	Different patient	False	False
10B	17G	0.8644147237883775	Different patient	False	False
10B	17I	0.9245514801649044	Different patient	False	False
10B	20B	0.9331570994529658	Different patient	False	False
10B	20C	0.9889871246538787	Different patient	False	False
10C	11A	0.7198625007434372	Different patient	False	False
10C	11B	0.06501682642494169	Different patient	False	False
10C	12A	0.08073064193025747	Different patient	False	False
10C	12B	0.07751261573804452	Different patient	False	False
10C	13B	0.9976624749085341	Different patient	False	False
10C	13C	0.12574307377284924	Different patient	False	False
10C	13D	0.27991677306289725	Different patient	False	False
10C	14A	0.11051707526849515	Different patient	False	False
10C	15A	0.9864613308008923	Different patient	False	False
10C	16A	0.9871732999026837	Different patient	False	False
10C	16C	0.9115905820189113	Different patient	False	False
10C	16D	0.18321984687148135	Different patient	False	False
10C	16E	0.7256492159275684	Different patient	False	False
10C	16F	0.9714666091200286	Different patient	False	False
10C	16G	0.9601091256906589	Different patient	False	False
10C	16H	0.975233434464195	Different patient	False	False
10C	17B	0.8216282457743159	Different patient	False	False
10C	17C	0.9840584191452829	Different patient	False	False
10C	17G	0.899942515698471	Different patient	False	False
10C	17I	0.9441061957703644	Different patient	False	False
10C	20B	0.33443969789836087	Different patient	False	False
10C	20C	0.9876961065649705	Different patient	False	False
11A	11B	0.7344073276380394	Same patient, same batch date	True	True
11A	12A	0.7591041838424754	Different patient	False	False
11A	12B	0.7498545169088157	Different patient	False	False
11A	13B	0.9841977074443989	Different patient	False	False
11A	13C	0.6956405596713893	Different patient	False	False
11A	13D	0.6166034390117748	Different patient	False	False
11A	14A	0.764665700147329	Different patient	False	False
11A	15A	0.975914567271064	Different patient	False	False
11A	16A	0.9746897999788012	Different patient	False	False
11A	16C	0.7380770658704473	Different patient	False	False
11A	16D	0.7198276718742049	Different patient	False	False
11A	16E	0.7205188342308783	Different patient	False	False
11A	16F	0.9611148952544847	Different patient	False	False
11A	16G	0.949556704648787	Different patient	False	False
11A	16H	0.9632504757120266	Different patient	False	False
11A	17B	0.7399453962221498	Different patient	False	False
11A	17C	0.9702925439156378	Different patient	False	False
11A	17G	0.8658284712118549	Different patient	False	False
11A	17I	0.8710163311572322	Different patient	False	False
11A	20B	0.7314956326771186	Different patient	False	False
11A	20C	0.974735838364993	Different patient	False	False
11B	12A	0.06002950056772926	Different patient	False	False
11B	12B	0.06885307674960238	Different patient	False	False
11B	13B	0.9994977892980412	Different patient	False	False
11B	13C	0.14506316997449828	Different patient	False	False
11B	13D	0.30362050578235805	Different patient	False	False
11B	14A	0.08950542363577249	Different patient	False	False
11B	15A	0.9868739423924116	Different patient	False	False
11B	16A	0.9706214451527739	Different patient	False	False
11B	16C	0.9305365932705105	Different patient	False	False
11B	16D	0.17784487083707257	Different patient	False	False
11B	16E	0.7143998288282146	Different patient	False	False
11B	16F	0.9598731254540399	Different patient	False	False
11B	16G	0.9569832778770122	Different patient	False	False
11B	16H	0.9689774510619849	Different patient	False	False
11B	17B	0.8143188083648952	Different patient	False	False
11B	17C	0.9648117534786467	Different patient	False	False
11B	17G	0.9008785285666069	Different patient	False	False
11B	17I	0.9459301062633589	Different patient	False	False
11B	20B	0.3136553784540318	Different patient	False	False
11B	20C	0.9677735574609727	Different patient	False	False
12A	12B	0.05586469435375641	Same patient, different batch date	True	False
12A	13B	0.9994775301550812	Different patient	False	False
12A	13C	0.1349237739827015	Different patient	False	False
12A	13D	0.3101616978120744	Different patient	False	False
12A	14A	0.06303481113509381	Different patient	False	False
12A	15A	0.9932571873163438	Different patient	False	False
12A	16A	0.9977667554053625	Different patient	False	False
12A	16C	0.9554902559786882	Different patient	False	False
12A	16D	0.20209964093750893	Different patient	False	False
12A	16E	0.7454493612448858	Different patient	False	False
12A	16F	0.9883167685475899	Different patient	False	False
12A	16G	0.9837973821325665	Different patient	False	False
12A	16H	0.9970073803832534	Different patient	False	False
12A	17B	0.8511088563424931	Different patient	False	False
12A	17C	0.9956361242896749	Different patient	False	False
12A	17G	0.9319021870613354	Different patient	False	False
12A	17I	0.9698277051734921	Different patient	False	False
12A	20B	0.3409082471307498	Different patient	False	False
12A	20C	0.9949607380426085	Different patient	False	False
12B	13B	0.9993879583286648	Different patient	False	False
12B	13C	0.1401276483533627	Different patient	False	False
12B	13D	0.2992586046853525	Different patient	False	False
12B	14A	0.09445455558388795	Different patient	False	False
12B	15A	0.9910105709819909	Different patient	False	False
12B	16A	0.9959110653507783	Different patient	False	False
12B	16C	0.9175108036278584	Different patient	False	False
12B	16D	0.20223157419891036	Different patient	False	False
12B	16E	0.7424874373595908	Different patient	False	False
12B	16F	0.9873867262987045	Different patient	False	False
12B	16G	0.9780389390759295	Different patient	False	False
12B	16H	0.980239578696974	Different patient	False	False
12B	17B	0.8445549148197863	Different patient	False	False
12B	17C	0.9932562539704207	Different patient	False	False
12B	17G	0.9277864837046442	Different patient	False	False
12B	17I	0.9526423214969487	Different patient	False	False
12B	20B	0.34049321357060147	Different patient	False	False
12B	20C	0.9940374982724777	Different patient	False	False
13B	13C	0.9773155943836391	Same patient, different batch date	True	False
13B	13D	0.9196043226512014	Same patient, different batch date	True	False
13B	14A	0.9986833972783379	Different patient	False	False
13B	15A	0.9976142850793289	Different patient	False	True
13B	16A	0.999647800489283	Different patient	False	False
13B	16C	0.9987876764188958	Different patient	False	False
13B	16D	0.9968273732107502	Different patient	False	False
13B	16E	0.9887084720244766	Different patient	False	False
13B	16F	0.9980998088417757	Different patient	False	False
13B	16G	0.9978263891477768	Different patient	False	False
13B	16H	0.9989758395572993	Different patient	False	False
13B	17B	0.9827039315144241	Different patient	False	False
13B	17C	0.9972590385317164	Different patient	False	False
13B	17G	0.9928494213250112	Different patient	False	False
13B	17I	0.952179706941764	Different patient	False	False
13B	20B	0.9996429051261859	Different patient	False	False
13B	20C	0.9996399610533839	Different patient	False	False
13C	13D	0.2244222963838163	Same patient, same batch date	True	True
13C	14A	0.17671320176119273	Different patient	False	False
13C	15A	0.9815641923485252	Different patient	False	False
13C	16A	0.9901049196336409	Different patient	False	False
13C	16C	0.8869816109824818	Different patient	False	False
13C	16D	0.1938339219912133	Different patient	False	False
13C	16E	0.7276293517880209	Different patient	False	False
13C	16F	0.9767097627742605	Different patient	False	False
13C	16G	0.9646410238150798	Different patient	False	False
13C	16H	0.9785705463600837	Different patient	False	False
13C	17B	0.8018513326450022	Different patient	False	False
13C	17C	0.9850425745382768	Different patient	False	False
13C	17G	0.890674821523749	Different patient	False	True
13C	17I	0.9114993044913071	Different patient	False	True
13C	20B	0.3356663607140211	Different patient	False	False
13C	20C	0.9877372518395996	Different patient	False	False
13D	14A	0.3193072595596428	Different patient	False	False
13D	15A	0.9621115197986186	Different patient	False	False
13D	16A	0.9871362589943665	Different patient	False	False
13D	16C	0.8399132432351762	Different patient	False	False
13D	16D	0.2784663544171635	Different patient	False	False
13D	16E	0.7054359593400429	Different patient	False	False
13D	16F	0.9739736597148743	Different patient	False	False
13D	16G	0.9503509188128891	Different patient	False	False
13D	16H	0.9670768726130816	Different patient	False	False
13D	17B	0.7642639194976417	Different patient	False	False
13D	17C	0.9811286892359325	Different patient	False	False
13D	17G	0.8769481079995053	Different patient	False	True
13D	17I	0.8916808503762647	Different patient	False	True
13D	20B	0.34551896484421996	Different patient	False	False
13D	20C	0.9852886063786487	Different patient	False	False
14A	15A	0.9937895228613249	Different patient	False	False
14A	16A	0.9983195242755877	Different patient	False	False
14A	16C	0.9619746358897306	Different patient	False	False
14A	16D	0.23220237134526664	Different patient	False	False
14A	16E	0.7486885035351402	Different patient	False	False
14A	16F	0.9893152164140233	Different patient	False	False
14A	16G	0.9858692324286434	Different patient	False	False
14A	16H	0.9985811834243882	Different patient	False	False
14A	17B	0.8603974324763389	Different patient	False	False
14A	17C	0.9973916942759294	Different patient	False	False
14A	17G	0.9345950218014534	Different patient	False	False
14A	17I	0.9753943718170179	Different patient	False	False
14A	20B	0.35162603783661894	Different patient	False	False
14A	20C	0.9954482265235967	Different patient	False	False
15A	16A	0.9848686418317446	Different patient	False	False
15A	16C	0.9588336743617175	Different patient	False	False
15A	16D	0.9863126796938395	Different patient	False	False
15A	16E	0.9876111492299007	Different patient	False	False
15A	16F	0.9870291090677044	Different patient	False	False
15A	16G	0.9830686502409692	Different patient	False	False
15A	16H	0.9922872336287282	Different patient	False	False
15A	17B	0.9879096526315714	Different patient	False	False
15A	17C	0.9829974092249789	Different patient	False	False
15A	17G	0.9880060982187572	Different patient	False	False
15A	17I	0.9778974972505625	Different patient	False	False
15A	20B	0.9835357095890405	Different patient	False	False
15A	20C	0.972012584297674	Different patient	False	False
16A	16C	0.9579842333975207	Same patient, different batch date	True	False
16A	16D	0.9796595020955507	Same patient, different batch date	True	False
16A	16E	0.6415329220203388	Same patient, different batch date	True	False
16A	16F	0.03155829979223821	Same patient, different batch date	True	False
16A	16G	0.13620424921584962	Same patient, different batch date	True	False
16A	16H	0.8758980054613089	Same patient, different batch date	True	False
16A	17B	0.42009730905580134	Different patient	False	False
16A	17C	0.013403679436251774	Different patient	False	False
16A	17G	0.940338679035297	Different patient	False	False
16A	17I	0.9559921177850489	Different patient	False	False
16A	20B	0.6831426237932454	Different patient	False	False
16A	20C	0.015874484067379027	Different patient	False	False
16C	16D	0.9192438607751339	Same patient, different batch date	True	False
16C	16E	0.8923834304986944	Same patient, different batch date	True	False
16C	16F	0.9360076925050153	Same patient, different batch date	True	False
16C	16G	0.9187109464187416	Same patient, different batch date	True	False
16C	16H	0.9147383042330174	Same patient, different batch date	True	False
16C	17B	0.8455305327773116	Different patient	False	False
16C	17C	0.9552585810929224	Different patient	False	False
16C	17G	0.8166057341181567	Different patient	False	False
16C	17I	0.7888968280868788	Different patient	False	False
16C	20B	0.9302525016904885	Different patient	False	False
16C	20C	0.9578034043244563	Different patient	False	False
16D	16E	0.5897245745499279	Same patient, same batch date	True	True
16D	16F	0.9651453516316039	Same patient, different batch date	True	False
