model	focal_term	term_label	level	emmean	std.error	conf.low	conf.high	held_same_batch	held_same_culture_positive	held_elapsed_time_gap	held_mean_host_fraction	held_mean_log10_bacterial_reads
body_region_model	same_patient	Same patient	Not shared	0.7999161904148924	0.026570023048178713	0.7475627410830138	0.852269639746771	0	0	0.7007282234265774	0.6985962883036435	5.574668696759187
body_region_model	same_patient	Same patient	Shared	0.739188455411533	0.03470185219064663	0.6710209199351891	0.8073559908878769	0	0	0.7007282234265774	0.6985962883036435	5.574668696759187
body_region_model	same_chronicity	Same chronicity	Not shared	0.7999161904148924	0.026570023048178713	0.7475627410830138	0.852269639746771	0	0	0.7007282234265774	0.6985962883036435	5.574668696759187
body_region_model	same_chronicity	Same chronicity	Shared	0.7308605537446546	0.027373895623514766	0.676960899109181	0.7847602083801283	0	0	0.7007282234265774	0.6985962883036435	5.574668696759187
body_region_model	same_body_region	Same body region	Not shared	0.7999161904148924	0.026570023048178713	0.7475627410830138	0.852269639746771	0	0	0.7007282234265774	0.6985962883036435	5.574668696759187
body_region_model	same_body_region	Same body region	Shared	0.7768128675961201	0.027911220093110024	0.7218703716354242	0.831755363556816	0	0	0.7007282234265774	0.6985962883036435	5.574668696759187
exact_location_model	same_location	Same exact location	Not shared	0.7936650680973606	0.02636604604608808	0.7417078909491985	0.8456222452455227	0	0	0.7007282234265774	0.6985962883036435	5.574668696759187
exact_location_model	same_location	Same exact location	Shared	0.8081411938926459	0.0454856757587958	0.718898344482453	0.8973840433028388	0	0	0.7007282234265774	0.6985962883036435	5.574668696759187
