	Cutibacterium acnes	Cutibacterium granulosum	Cutibacterium modestum	Microlunatus sagamiharensis	Friedmanniella luteola	Micrococcus luteus	Kocuria rosea	Kocuria palustris	Kocuria rhizophila	Rothia mucilaginosa	Brevibacterium luteolum	Brevibacterium sp. CS2	Dermacoccus nishinomiyaensis	Corynebacterium bovis	Corynebacterium kroppenstedtii	Corynebacterium tuberculostearicum	Corynebacterium accolens	Corynebacterium kefirresidentii	Corynebacterium propinquum	Corynebacterium jeikeium	Corynebacterium haemomassiliense	Corynebacterium afermentans	Corynebacterium striatum	Corynebacterium ureicelerivorans	Corynebacterium amycolatum	Corynebacterium pseudodiphtheriticum	Corynebacterium simulans	Gordonia sp. w5E2	Gordonia bronchialis	Gordonia otitidis	Lawsonella clevelandensis	Blastococcus brunescens	Modestobacter italicus	Nakamurella multipartita	Staphylococcus aureus	Staphylococcus epidermidis	Staphylococcus hominis	Staphylococcus saprophyticus	Staphylococcus caprae	Staphylococcus capitis	Staphylococcus croceilyticus	Staphylococcus schweitzeri	Staphylococcus xylosus	Clostridium botulinum	Pseudomonas sp. CCI1.1	Pseudomonas sp. FDAARGOS_380	Pseudomonas sp. FJ2-5-13	Pseudomonas sp. CFSAN084952	Pseudomonas sp. FP215	Pseudomonas aeruginosa	Pseudomonas putida	Pseudomonas tolaasii	Pseudomonas fluorescens	Pseudomonas azotoformans	Pseudomonas kermanshahensis	Pseudomonas lurida	Pseudomonas helleri	Pseudomonas qingdaonensis	Stutzerimonas stutzeri	Klebsiella oxytoca	Klebsiella variicola	Escherichia coli	Serratia marcescens	Stenotrophomonas maltophilia	Stenotrophomonas sp. 59	Stenotrophomonas geniculata	Herbaspirillum huttiense	Massilia sp. NP310	Variovorax sp. UC122_21	Variovorax paradoxus	Achromobacter xylosoxidans	Ralstonia sp. CP	Sphingomonas melonis	Sphingomonas kaistensis	Sphingomonas albertensis	Methylobacterium radiodurans	Methylorubrum extorquens	Paracoccus yeei	Paracoccus sanguinis	Hydrogenophilus thermoluteolus	Thermus thermophilus	Thermus parvatiensis	Deinococcus aetherius	Citrobacter braakii	Citrobacter freundii complex sp. CFNIH2	Citrobacter freundii	Citrobacter portucalensis	Citrobacter werkmanii	Citrobacter sp. MGH 55	Citrobacter amalonaticus	Citrobacter farmeri	Citrobacter koseri	Klebsiella pneumoniae	Klebsiella michiganensis	Klebsiella quasipneumoniae	Klebsiella aerogenes	Klebsiella africana	Klebsiella quasivariicola	Klebsiella huaxiensis	Klebsiella grimontii	Klebsiella electrica	Klebsiella pasteurii	Raoultella ornithinolytica	Raoultella planticola	Escherichia albertii	Escherichia fergusonii	Enterobacter hormaechei	Enterobacter asburiae	Enterobacter roggenkampii	Enterobacter cloacae	Enterobacter ludwigii	Enterobacter kobei	Enterobacter bugandensis	Salmonella enterica	Shigella boydii	Atlantibacter hermannii	Pluralibacter gergoviae	Kosakonia cowanii	Leclercia adecarboxylata	Cronobacter malonaticus	Cronobacter condimenti	Jejubacter calystegiae	Yokenella regensburgei	Morganella morganii	Proteus mirabilis	Serratia plymuthica	Serratia fonticola	Serratia rubidaea	Serratia sp. UGAL515B_01	Serratia symbiotica	Serratia liquefaciens	Yersinia pestis	Yersinia enterocolitica	Pantoea agglomerans	Erwinia tracheiphila	Buchnera aphidicola	Pectobacterium brasiliense	Pseudomonas sp. RC10	Pseudomonas sp. F3-2	Pseudomonas sp. KU26590	Pseudomonas sp. KHPS1	Pseudomonas sp. 15A4	Pseudomonas sp. DR48	Pseudomonas sp. G.S.17	Pseudomonas abietaniphila	Pseudomonas syringae	Pseudomonas sp. JDS08PS003	Xanthomonas citri	Xanthomonas campestris	Aeromonas caviae	Acinetobacter baumannii	Achromobacter denitrificans	Staphylococcus succinus	Enterococcus faecalis	Pseudomonas caspiana	Pseudomonas viridiflava	Pseudomonas huanghezhanensis	Streptococcus pyogenes	Pseudomonas sp. B111	Serratia sp. FS14	Serratia ureilytica	Serratia surfactantfaciens	Staphylococcus simulans	Staphylococcus sp. MZ9	Staphylococcus sp. MZ8	Staphylococcus sp. NRL 16/872	Staphylococcus sp. IVB6181	Staphylococcus sp. 17KM0847	Staphylococcus sp. FSL W8-0305	Staphylococcus argenteus	Staphylococcus simiae	Staphylococcus arlettae	Staphylococcus pasteuri	Staphylococcus saccharolyticus	Staphylococcus lugdunensis	Staphylococcus haemolyticus	Staphylococcus warneri	Staphylococcus nepalensis	Staphylococcus devriesei	Staphylococcus casei	Staphylococcus pettenkoferi	Staphylococcus piscifermentans	Staphylococcus felis	Staphylococcus pseudintermedius	Staphylococcus delphini	Staphylococcus kloosii	Staphylococcus edaphicus	Staphylococcus hsinchuensis	Staphylococcus lloydii	Staphylococcus shinii	Staphylococcus cohnii	Staphylococcus gallinarum	Staphylococcus agnetis	Staphylococcus chromogenes	Staphylococcus massiliensis	Staphylococcus lutrae	Staphylococcus auricularis	Staphylococcus carnosus	Staphylococcus coagulans	Staphylococcus equorum	Staphylococcus condimenti	Staphylococcus hyicus	Staphylococcus ratti	Staphylococcus debuckii	Staphylococcus rostri	Staphylococcus muscae	Staphylococcus pseudoxylosus	Mammaliicoccus sciuri	Mammaliicoccus vitulinus	Bacillus velezensis	Streptococcus agalactiae	Corynebacterium diphtheriae	Corynebacterium aurimucosum	Auritidibacter ignavus	Serratia sp. FDAARGOS_506	Serratia sp. NGAS9	Serratia sp. 1D1416	Serratia sp. SCBI	Serratia entomophila	Serratia proteamaculans	Serratia odorifera	Serratia nevei	Serratia inhibens	Serratia grimesii	Serratia aquatilis	Serratia quinivorans	Serratia rhizosphaerae	Acinetobacter pittii	Acinetobacter nosocomialis	Acinetobacter seifertii	Acinetobacter sp. 8_A20231192	Acinetobacter indicus	Acinetobacter johnsonii	Pseudomonas sp. LM12	Kerstersia gyiorum	Alcaligenes faecalis	Pseudomonas chlororaphis	Enterococcus faecium	Pseudomonas paraeruginosa	Pseudomonas citronellolis	Pseudomonas nitroreducens	Pseudomonas multiresinivorans	Pseudomonas anguilliseptica	Pseudomonas sp. ATCC 13867	Pseudomonas sp. GCEP-101	Pseudomonas sp. PDNC002	Pseudomonas sp. Q1-7	Pseudomonas sp. SCB32	Pseudomonas sp. 273	Pseudomonas sp. KU43P	Pseudomonas sp. TCU-HL1	Pseudomonas sp. LPB0260	Pseudomonas sp. PS1(2021)	Pseudomonas sp. LS44	Pseudomonas sp. QE6	Pseudomonas sp. AN-1	Pseudomonas sp. HR96	Pseudomonas sp. FDAARGOS_761	Pseudomonas sp. KNUC1026	Pseudomonas sp. SO81	Pseudomonas sp. DTU_2021_1001937_2_SI_NGA_ILE_001	Pseudomonas sp. MM211	Pseudomonas sp. C9-3	Pseudomonas sp. SL4(2022)	Pseudomonas sp. ABC1	Pseudomonas sp. J452	Pseudomonas sp. B11D7D	Pseudomonas sp. StFLB209	Pseudomonas sp. LS1212	Pseudomonas sp. L5B5	Pseudomonas sp. MTM4	Pseudomonas sp. NA-150	Pseudomonas sp. QL9	Pseudomonas sp. SG20056	Pseudomonas sp. p1(2021b)	Pseudomonas sp. MM227	Pseudomonas sp. DG56-2	Pseudomonas sp. CC6-YY-74	Pseudomonas sp. nanlin1	Pseudomonas sp. Ost2	Pseudomonas sp. TUM22785	Pseudomonas sp. 7SR1	Pseudomonas sp. JQ170C	Pseudomonas sp. M30-35	Pseudomonas sp. P8_241	Pseudomonas sp. MH9.2	Pseudomonas sp. HLS-6	Pseudomonas sp. ADPe	Pseudomonas sp. CCOS 191	Pseudomonas sp. P5_109	Pseudomonas sp. Marseille-Q3773	Pseudomonas sp. Leaf58	Pseudomonas sp. MPC6	Pseudomonas sp. PSKL.D1	Pseudomonas sp. LS.1a	Pseudomonas sp. PSE14	Pseudomonas sp. FP198	Pseudomonas sp. OIL-1	Pseudomonas sp. DC1.2	Pseudomonas sp. B21-040	Pseudomonas sp. ADAK13	Pseudomonas sp. S35	Pseudomonas sp. GOM7	Pseudomonas sp. FP2196	Pseudomonas sp. REST10	Pseudomonas sp. URMO17WK12:I11	Pseudomonas sp. LPH1	Pseudomonas sp. Pc102	Pseudomonas sp. M1	Pseudomonas sp. RtIB026	Pseudomonas sp. LRP2-20	Pseudomonas sp. CMR5c	Pseudomonas sp. ML2-2023-3	Pseudomonas sp. AA-38	Pseudomonas sp. FP2335	Pseudomonas sp. G2-4	Pseudomonas sp. gcc21	Pseudomonas sp. Lz4W	Pseudomonas sp. Seg1	Pseudomonas sp. FP2309	Pseudomonas sp. WJP1	Pseudomonas sp. 10S4	Pseudomonas sp. Z8(2022)	Pseudomonas sp. CBS	Pseudomonas sp. CCC3.1	Pseudomonas sp. N3-W	Pseudomonas sp. TE3-3-F2023	Pseudomonas sp. HOU2	Pseudomonas sp. REB1044	Pseudomonas sp. B21-054	Pseudomonas sp. B21-056	Pseudomonas sp. MUP55	Pseudomonas sp. ADAK18	Pseudomonas sp. FP453	Pseudomonas sp. FP597	Pseudomonas sp. KnCO4	Pseudomonas sp. BW7P1	Pseudomonas sp. stari2	Pseudomonas sp. S09G 359	Pseudomonas sp. TMP25	Pseudomonas sp. HS-18	Pseudomonas sp. RC3H12	Pseudomonas sp. LG1E9	Pseudomonas sp. DTU12.3	Pseudomonas sp. HS6	Pseudomonas sp. TMP9	Pseudomonas sp. D3	Pseudomonas sp. HN11	Pseudomonas sp. FP2338	Pseudomonas sp. MYb327	Pseudomonas sp. 31-12	Pseudomonas sp. St316	Pseudomonas sp. B22129	Pseudomonas sp. JBR1	Pseudomonas sp. R5-89-07	Pseudomonas sp. ACM7	Pseudomonas sp. MH9.3	Pseudomonas sp. B21-028	Pseudomonas sp. B21-053	Pseudomonas sp. PP3	Pseudomonas sp. MRSN 12121	Pseudomonas sp. IzPS59	Pseudomonas sp. B21-048	Pseudomonas sp. BIOMIG1BAC	Pseudomonas sp. NY5710	Pseudomonas sp. MAG733B	Pseudomonas sp. FP1742	Pseudomonas sp. S34	Pseudomonas sp. B21-051	Pseudomonas sp. NS1(2017)	Pseudomonas sp. CYM-20-01	Pseudomonas sp. Z003-0.4C(8344-21)	Pseudomonas sp. JS3066	Pseudomonas sp. SK3(2021)	Pseudomonas oryzihabitans	Pseudomonas fulva	Pseudomonas mosselii	Pseudomonas plecoglossicida	Pseudomonas wadenswilerensis	Pseudomonas inefficax	Pseudomonas monteilii	Pseudomonas sp. SGAir0191	Pseudomonas orientalis	Pseudomonas synxantha	Pseudomonas rhodesiae	Pseudomonas poae	Pseudomonas koreensis	Pseudomonas mucidolens	Pseudomonas trivialis	Pseudomonas brenneri	Pseudomonas migulae	Pseudomonas moraviensis	Pseudomonas corrugata	Pseudomonas granadensis	Pseudomonas marginalis	Pseudomonas congelans	Pseudomonas mediterranea	Pseudomonas ogarae	Pseudomonas veronii	Pseudomonas cedrina	Pseudomonas protegens	Pseudomonas lundensis	Pseudomonas fragi	Pseudomonas piscis	Pseudomonas amygdali	Pseudomonas syringae group genomosp. 7	Pseudomonas lijiangensis	Pseudomonas cichorii	Pseudomonas triclosanedens	Pseudomonas knackmussii	Pseudomonas benzenivorans	Pseudomonas entomophila	Pseudomonas cavernae	Pseudomonas tohonis	Pseudomonas oryzae	Pseudomonas solani	Pseudomonas indoloxydans	Pseudomonas sediminis	Pseudomonas vanderleydeniana	Pseudomonas alkylphenolica	Pseudomonas hefeiensis	Pseudomonas seleniipraecipitans	Pseudomonas cremoricolorata	uncultured Pseudomonas sp.	Pseudomonas baltica	Pseudomonas xanthosomatis	Pseudomonas abieticivorans	Pseudomonas berkeleyensis	Pseudomonas frederiksbergensis	Pseudomonas leptonychotis	Pseudomonas batumici	Pseudomonas promysalinigenes	Pseudomonas marincola	Pseudomonas eucalypticola	Pseudomonas agarici	Pseudomonas argentinensis	Pseudomonas pohangensis	Pseudomonas tructae	Pseudomonas extremaustralis	Pseudomonas parafulva	Pseudomonas brassicacearum	Pseudomonas wenzhouensis	Pseudomonas saudiphocaensis	Pseudomonas vranovensis	Pseudomonas silesiensis	Pseudomonas xantholysinigenes	Pseudomonas muyukensis	Pseudomonas coleopterorum	Pseudomonas paeninsulae	Pseudomonas rhizosphaerae	Pseudomonas laurentiana	Pseudomonas atacamensis	Pseudomonas palleroniana	Pseudomonas prosekii	Pseudomonas alvandae	Pseudomonas sihuiensis	Pseudomonas viciae	Pseudomonas maumuensis	Pseudomonas beijingensis	Pseudomonas vancouverensis	Pseudomonas fakonensis	Pseudomonas simiae	Pseudomonas phenolilytica	Pseudomonas asiatica	Pseudomonas umsongensis	Pseudomonas purpurea	Pseudomonas moorei	Pseudomonas izuensis	Pseudomonas asplenii	Pseudomonas kielensis	Pseudomonas versuta	Pseudomonas luteola	Pseudomonas canadensis	Pseudomonas phytophila	Pseudomonas thivervalensis	Pseudomonas grandcourensis	Pseudomonas yamanorum	Pseudomonas arsenicoxydans	Pseudomonas lini	Pseudomonas benzopyrenica	Pseudomonas sivasensis	Pseudomonas donghuensis	Pseudomonas antarctica	Pseudomonas reinekei	Pseudomonas saxonica	Pseudomonas graminis	Pseudomonas psychrophila	Pseudomonas soli	Pseudomonas kurunegalensis	Pseudomonas laurylsulfatiphila	Pseudomonas hamedanensis	Pseudomonas tritici	Pseudomonas taetrolens	Pseudomonas iranensis	Pseudomonas hormoni	Pseudomonas cucumis	Pseudomonas siliginis	Pseudomonas kribbensis	Pseudomonas gozinkensis	Pseudomonas hygromyciniae	Pseudomonas nunensis	Pseudomonas oryziphila	Pseudomonas asgharzadehiana	Pseudomonas zeae	Pseudomonas serboccidentalis	Pseudomonas glycinae	Pseudomonas salmasensis	Pseudomonas aestiva	Pseudomonas helvetica	Winkia neuii	Staphylococcus schleiferi	Cutibacterium avidum	Corynebacterium segmentosum	Corynebacterium macginleyi	Gordonia polyisoprenivorans	Kocuria sp. KD4	Microbacterium aurum	Pseudomonas sp. LTJR-52	Moraxella osloensis	Sphingomonas leidyi	Sphingomonas aerolata	Roseomonas mucosa	Cupriavidus basilensis	Arthrobacter antioxidans	Pasteurella multocida	Methylobacterium flocculans	Modestobacter sp. L9-4	Schaalia odontolytica	Stenotrophomonas sp. 57	Neisseria sicca	Corynebacterium appendicis	Corynebacterium minutissimum	Corynebacterium coyleae	Corynebacterium fournieri	Corynebacterium lujinxingii	Corynebacterium singulare	Corynebacterium urealyticum	Corynebacterium ihumii	Corynebacterium hadale	Brevibacterium casei	Microbacterium sp. PAMC22086	Ectopseudomonas oleovorans	Deinococcus sp. NW-56	Deinococcus metallilatus	Streptococcus thermophilus	Corynebacterium camporealensis	Corynebacterium resistens	Corynebacterium dentalis	Dermabacter jinjuensis	Actinomyces oris	Actinomyces naeslundii	Pseudomonas sichuanensis	Pseudomonas juntendi	Pseudomonas allokribbensis	Serratia sp. JSRIV002	Serratia sp. 3ACOL1	Serratia sp. FGI94	Achromobacter sp. EB05	Achromobacter deleyi	Achromobacter spanius	Bordetella bronchiseptica	Serratia sp. SSNIH1	Serratia sp. P2ACOL2	Serratia sp. LS-1	Serratia sp. JKS000199	Serratia sp. CMO1	Serratia sp. szju	Serratia sp. Tan611	Serratia sp. JSRIV001	Serratia sp. HRI	Serratia ficaria	Serratia sarumanii	Serratia nematodiphila	Pseudomonas sp. A34-9	Pseudomonas sp. B33.4	Pseudomonas libanensis	Metapseudomonas otitidis	Pantoea sp. GABEPS69	Pseudomonas sp. 02C 26	Pseudomonas sp. AN-B15	Pseudomonas sp. DY-1	Pseudomonas lactis	Bordetella hinzii	Corynebacterium hesseae	Corynebacterium genitalium	Dermabacter hominis	Aeromonas dhakensis	Sphingomonas sp. PAMC26645	Kocuria marina	Arthrobacter agilis
01A	9.477676177666181e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.737338538698131e-06	0.0	1.428142985675726e-05	0.0	0.0	0.0	0.0	0.0020747022646452817	0.0	0.0	0.0	2.9861171518674268e-05	2.3369612492875513e-05	1.557974166191701e-05	0.0	0.0	0.0	0.0	0.0	0.8820451267217237	0.03246623415572731	0.000458304067221392	0.00037586126759374784	0.00010386494441278006	0.00023369612492875515	0.0	0.0011146006847296461	3.5703574641893145e-05	0.00010970734753599895	0.0	0.0	0.0	0.0	0.0	0.05924456429304975	0.0001869568999430041	0.0	1.2333962149017632e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.428142985675726e-05	5.387993991412966e-05	5.063416040123028e-05	1.6228897564496886e-05	0.0	0.0	0.0	0.0	0.0	0.0	2.401876839545539e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0004394785460465756	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.14071492837863e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.14071492837863e-06	0.0	0.0	0.0	0.0	0.0	0.0005193247220639004	0.0	0.0	0.0	0.0001713771582810871	0.0032282523035297205	0.001902026794559035	9.088182636118255e-06	5.193247220639003e-05	3.245779512899377e-05	0.00022525709819521677	0.0027946161606063635	0.0003025066506022219	9.412760587408193e-05	0.0001136022829514782	5.063416040123028e-05	0.00014021767495725308	0.0011996401079676098	0.0009367319674227602	2.9861171518674268e-05	1.817636527223651e-05	2.531708020061514e-05	0.00012528708919791595	0.00010061916489988069	0.000671876359170171	0.00016163981974238897	3.115948332383402e-05	4.5440913180591276e-05	4.6739224985751025e-05	1.557974166191701e-05	2.6615392005774892e-05	7.14071492837863e-06	3.0510327421254142e-05	5.063416040123028e-05	0.0001869568999430041	5.517825171928941e-05	1.1684806246437756e-05	2.4667924298035265e-05	1.3632273954177383e-05	1.817636527223651e-05	1.2983118051597507e-05	0.0002784878822067665	0.0	2.531708020061514e-05	2.5966236103195014e-05	2.0123832979976137e-05	3.245779512899377e-05	0.0	0.00022590625409779662	0.000255118269713891	1.428142985675726e-05	1.1684806246437756e-05	0.0	0.0	6.4915590257987535e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2983118051597507e-05	0.0	5.3230784011549784e-05	8.43902673353838e-06	0.0	0.0	0.0	0.0	0.0	0.0	1.557974166191701e-05	3.95985100573724e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1035650343857882e-05	8.43902673353838e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.14071492837863e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.284428957027178e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.14071492837863e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
01D	0.0006901651466600936	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0008380576780872566	0.0	0.0	0.0	0.0	0.0	0.0	0.03608577766822776	0.0	0.0	0.0	0.0006408676361843727	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.032240571851121516	0.0010352477199901404	0.0010352477199901404	0.0	0.0	0.0	0.0008380576780872566	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.49563717032289867	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07784076904116342	0.05807246734039931	0.0005422726152329307	0.0	0.0	0.0	0.0	0.0	0.0	0.0004929751047572097	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02568400295785063	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.015380823268424944	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2505792457480897	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0007394626571358146	0.0	0.0	0.0	0.0004929751047572097	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0005422726152329307	0.0	0.0	0.0
