outcome	term	estimate_mixed	pvalue_mixed	qvalue_mixed	model_family_mixed	estimate_cluster	pvalue_cluster	qvalue_cluster	model_family_cluster	same_direction	estimate_shift
Cutibacterium acnes	C(body_region, Treatment('lower_extremity'))[T.upper_extremity]	0.6720814366037757	0.35098700605408906	0.7321999272599751	mixedlm	0.6529496089696247	0.5108631815006446	0.8629227696488453	cluster_ols	True	0.019131827634151
Cutibacterium acnes	C(chronicity_group, Treatment('unknown'))[T.acute_like]	1.1090357480121389	0.05746033282778763	0.22984133131115053	mixedlm	1.3748315092111525	0.0815280606943727	0.3112889590148778	cluster_ols	True	-0.2657957611990136
Cutibacterium acnes	C(chronicity_group, Treatment('unknown'))[T.chronic_like]	0.9958577127296915	0.14446925640675956	0.4623016205016306	mixedlm	0.9984504279948414	0.05458837676441	0.2292711824105221	cluster_ols	True	-0.0025927152651499252
Cutibacterium acnes	C(chronicity_group, Treatment('unknown'))[T.mixed]	0.3942100844191912	0.755730161235352	0.8847572619340707	mixedlm	0.437326665275407	0.6755798409440681	0.8866985412390894	cluster_ols	True	-0.04311658085621578
Cutibacterium acnes	Intercept	4.477080773452329	0.029459917119250622	0.12855236561127545	mixedlm					False	
Cutibacterium acnes	log10_bacterial_reads	-0.04919835193599184	0.8758901418839963	0.9555165184189051	mixedlm	-0.2024186419896338	0.5742310162537794	0.8864238625232047	cluster_ols	True	0.15322029005364196
Klebsiella pneumoniae	C(body_region, Treatment('lower_extremity'))[T.head_neck]	-1.5310208016285534	0.1925306284243078	0.5292092717283691	mixedlm	-2.1218010740139768	0.0404140749820533	0.1885990165829157	cluster_ols	True	0.5907802723854234
Klebsiella pneumoniae	C(body_region, Treatment('lower_extremity'))[T.trunk_perineum]	-0.607384103256942	0.5017107723877704	0.8231100126918086	mixedlm	-0.4727706614342982	0.707457098829984	0.9003999439654342	cluster_ols	True	-0.13461344182264384
Klebsiella pneumoniae	C(body_region, Treatment('lower_extremity'))[T.upper_extremity]	-0.4531751260719094	0.7003773804757709	0.8558975035283047	mixedlm	1.4106346624924393	0.4479660203900512	0.8629227696488453	cluster_ols	False	-1.8638097885643488
Klebsiella pneumoniae	C(chronicity_group, Treatment('unknown'))[T.acute_like]	0.6797913698268134	0.5720082849704389	0.8231100126918086	mixedlm	-0.7826144976204161	0.5136445057433603	0.8629227696488453	cluster_ols	False	1.4624058674472296
Klebsiella pneumoniae	C(chronicity_group, Treatment('unknown'))[T.chronic_like]	1.1037977505832515	0.2997104872438445	0.6539137903502062	mixedlm	-0.052322885074891	0.97092575209494	0.9817004040289592	cluster_ols	False	1.1561206356581424
Klebsiella pneumoniae	C(chronicity_group, Treatment('unknown'))[T.mixed]	3.7996580940926656	0.01973867063597742	0.0947456190526916	mixedlm	2.546908714003123	0.240475648711818	0.6551531875067325	cluster_ols	True	1.2527493800895426
Klebsiella pneumoniae	Intercept	-2.3047022284049357	0.4260492716983806	0.7865525015970104	mixedlm					False	
Klebsiella pneumoniae	log10_bacterial_reads	1.2687014034693833	0.0028734292301751197	0.03297941857202472	mixedlm	1.5467489029837638	0.010214105922069	0.0536240560908624	cluster_ols	True	-0.27804749951438046
Pseudomonas aeruginosa	C(body_region, Treatment('lower_extremity'))[T.head_neck]	-0.45522253584299915	0.6152975454581283	0.8231100126918086	mixedlm	-0.5062315311748573	0.481982508865048	0.8629227696488453	cluster_ols	True	0.051008995331858153
Pseudomonas aeruginosa	C(body_region, Treatment('lower_extremity'))[T.trunk_perineum]	0.274393774570805	0.6945939899101996	0.8558975035283047	mixedlm	0.3332069656917955	0.6548494368979055	0.8866985412390894	cluster_ols	True	-0.05881319112099048
Pseudomonas aeruginosa	C(body_region, Treatment('lower_extremity'))[T.upper_extremity]	0.7118567906177248	0.36609996362998753	0.7321999272599751	mixedlm	0.7274254749977535	0.2786012327160783	0.6805450819297468	cluster_ols	True	-0.015568684380028674
Pseudomonas aeruginosa	C(chronicity_group, Treatment('unknown'))[T.acute_like]	0.3973476271690303	0.6097183977670388	0.8231100126918086	mixedlm	-0.1067250862115365	0.9241949106260487	0.9817004040289592	cluster_ols	False	0.5040727133805668
Pseudomonas aeruginosa	C(chronicity_group, Treatment('unknown'))[T.chronic_like]	2.856898424828472	0.0003912020522402704	0.006259232835844326	mixedlm	2.7109064536695637	0.0001774920335393	0.0074546654086518	cluster_ols	True	0.14599197115890838
Pseudomonas aeruginosa	C(chronicity_group, Treatment('unknown'))[T.mixed]	1.5908383821313083	0.25875788112212517	0.5914465854220003	mixedlm	1.2352372196378778	0.3505112200066522	0.7360735620139698	cluster_ols	True	0.35560116249343054
Pseudomonas aeruginosa	Intercept	2.2997197200696293	0.25751985813627554	0.5914465854220003	mixedlm					False	
Pseudomonas aeruginosa	log10_bacterial_reads	1.1431992608647894	0.00023429178652348008	0.0056230028765635225	mixedlm	1.1951499080939088	0.004331300095615	0.0303191006693052	cluster_ols	True	-0.05195064722911935
Serratia marcescens	C(body_region, Treatment('lower_extremity'))[T.head_neck]	-0.749438842600691	0.47829022397053134	0.8231100126918086	mixedlm	-0.2479802334228422	0.8434526673775817	0.9817004040289592	cluster_ols	True	-0.5014586091778488
Serratia marcescens	C(body_region, Treatment('lower_extremity'))[T.trunk_perineum]	-1.3980899982698554	0.06875015829694943	0.2538467383271979	mixedlm	-0.968339625932813	0.2916621779698914	0.6805450819297468	cluster_ols	True	-0.4297503723370424
Serratia marcescens	C(body_region, Treatment('lower_extremity'))[T.upper_extremity]	0.014004486525031307	0.9878102295207297	0.9878110548072566	mixedlm	-0.043567130556152	0.963627459481335	0.9817004040289592	cluster_ols	False	0.05757161708118331
