term	estimate	conf_low	conf_high	pvalue	qvalue
Intercept	-0.623279978533992	-1.9659075556220438	0.7193475985540598	0.36289509674775255	0.4147372534260029
C(body_region, Treatment('lower_extremity'))[T.head_neck]	0.6917951709810948	-1.1929033568386875	2.576493698800877	0.471880934047905	0.471880934047905
C(body_region, Treatment('lower_extremity'))[T.trunk_perineum]	0.9876187436818089	-0.9399704041794026	2.9152078915430204	0.3152791856166818	0.4147372534260029
C(body_region, Treatment('lower_extremity'))[T.upper_extremity]	1.8303521767855766	0.04846743850103752	3.612236915070116	0.04408568629754535	0.0881713725950907
C(collection_year)[T.2022]	0.9729849995956182	-0.4318497234787976	2.377819722670034	0.17463314789495676	0.27941303663193084
C(collection_year)[T.2023]	1.8147195127452147	0.3531453975920671	3.2762936278983625	0.014952384129155106	0.039873024344413616
C(collection_year)[T.2024]	4.208436983606534	2.703713141168226	5.713160826044842	4.213527455590892e-08	3.370821964472714e-07
C(collection_year)[T.2025]	1.4852337490737986	0.4518613539596241	2.518606144187973	0.004847531148763635	0.01939012459505454
