cluster_rank	cluster_X	cluster_Y	best_adjusted_pvalue
157	culture_p_aeruginosa	Pseudomonas sp. Pc102;Pseudomonas moorei	0.008583820564854162
158	host_removed_fraction;log10_bacterial_reads	Staphylococcus casei;Staphylococcus condimenti	0.008800925745101216
159	culture_p_aeruginosa;chronicity_group_chronic_like	Pseudomonas sihuiensis	0.00911213387470295
160	host_removed_fraction;log10_bacterial_reads	Corynebacterium tuberculostearicum	0.009122451900342367
161	host_removed_fraction;log10_bacterial_reads	Pseudomonas koreensis;Pseudomonas vancouverensis;Pseudomonas sp. PSKL.D1;Pseudomonas phytophila	0.009213037434218503
162	log10_bacterial_reads	Pseudomonas yamanorum;Pseudomonas sp. N3-W;Pseudomonas hamedanensis;Pseudomonas cedrina;Pseudomonas palleroniana;Pseudomonas mucidolens;Pseudomonas rhizosphaerae	0.009540442154221047
163	host_removed_fraction;log10_bacterial_reads	Pseudomonas tolaasii	0.010077216861663529
164	chronicity_group_unknown;clinical_infection_flag_unknown	Yersinia pestis	0.010261028440904686
165	log10_bacterial_reads	Pseudomonas chlororaphis	0.010289041996593052
166	culture_klebsiella_spp	Pseudomonas sp. DR48;Pseudomonas sp. JDS08PS003;Pseudomonas lini;Pseudomonas thivervalensis;Pseudomonas sp. MYb327;Pseudomonas sp. ADAK13;Pseudomonas sp. URMO17WK12:I11	0.010289041996593052
167	host_removed_fraction;log10_bacterial_reads	Pseudomonas sihuiensis	0.010542744732575438
168	culture_p_aeruginosa	Pseudomonas koreensis;Pseudomonas vancouverensis;Pseudomonas sp. PSKL.D1;Pseudomonas phytophila	0.010542744732575438
169	log10_bacterial_reads	Pseudomonas hefeiensis	0.010706609003374886
170	log10_bacterial_reads	Yokenella regensburgei;Klebsiella electrica;Klebsiella pasteurii;Shigella boydii;Klebsiella huaxiensis;Klebsiella africana;Klebsiella quasivariicola	0.010799774145180121
171	body_region_head_neck	Cutibacterium avidum	0.011277419476380127
172	log10_bacterial_reads	Pseudomonas sp. BW7P1;Pseudomonas sp. S35;Pseudomonas mediterranea;Pseudomonas ogarae	0.011359312764059203
173	culture_klebsiella_spp	Pseudomonas multiresinivorans;Pseudomonas promysalinigenes;Pseudomonas knackmussii;Pseudomonas alkylphenolica;Pseudomonas fulva;Pseudomonas sp. Q1-7;Pseudomonas triclosanedens;Pseudomonas nitroreducens;Pseudomonas benzenivorans;Pseudomonas entomophila;Pseudomonas sp. SO81;Pseudomonas sp. 273;Pseudomonas protegens	0.01162867692164062
174	log10_bacterial_reads	Staphylococcus devriesei	0.011766757271331153
175	culture_klebsiella_spp	Pseudomonas glycinae;Pseudomonas sp. FP2338;Pseudomonas iranensis	0.011766757271331153
176	culture_klebsiella_spp	Pseudomonas sp. MH9.3;Pseudomonas cucumis;Pseudomonas sp. ACM7;Pseudomonas sp. B21-048;Pseudomonas sp. NS1(2017);Pseudomonas oryziphila;Pseudomonas hygromyciniae;Pseudomonas aestiva	0.011766757271331153
177	host_removed_fraction;log10_bacterial_reads	Erwinia tracheiphila;Raoultella planticola;Jejubacter calystegiae	0.011864357108443555
178	culture_p_aeruginosa;chronicity_group_chronic_like	Staphylococcus simulans	0.011929180450396721
179	log10_bacterial_reads	Pseudomonas sp. LPB0260;Pseudomonas sp. HLS-6;Pseudomonas sp. SL4(2022);Pseudomonas wenzhouensis	0.011929180450396721
180	chronicity_group_acute_like;culture_p_aeruginosa;chronicity_group_chronic_like	Pseudomonas hefeiensis	0.011932504697021699
181	host_removed_fraction;log10_bacterial_reads	Pseudomonas allokribbensis	0.012318751764707878
182	culture_p_aeruginosa	Pseudomonas siliginis	0.012950569166534706
183	culture_p_aeruginosa	Pseudomonas sp. LG1E9	0.012950569166534706
184	host_removed_fraction;log10_bacterial_reads	Pseudomonas amygdali	0.012950569166534706
185	culture_p_aeruginosa;chronicity_group_chronic_like	Pseudomonas saxonica	0.012950569166534706
186	culture_p_aeruginosa	Pseudomonas sp. MUP55;Pseudomonas veronii	0.012950569166534706
187	log10_bacterial_reads	Pseudomonas benzopyrenica;Pseudomonas sp. PP3;Pseudomonas sp. JBR1;Pseudomonas laurylsulfatiphila;Pseudomonas sp. CYM-20-01;Pseudomonas grandcourensis;Pseudomonas sp. B21-053;Pseudomonas helvetica;Pseudomonas sp. FP1742;Pseudomonas tritici	0.013264816518428688
188	chronicity_group_chronic_like	Staphylococcus hominis	0.013407039260670058
189	log10_bacterial_reads	Pseudomonas sp. FP597;Pseudomonas asgharzadehiana;Pseudomonas sp. S09G 359;Pseudomonas sp. 10S4;Pseudomonas nunensis;Pseudomonas sp. D3;Pseudomonas kribbensis	0.013407039260670058
190	log10_bacterial_reads	Xanthomonas citri	0.013407039260670058
191	host_removed_fraction	Pseudomonas sp. DR48;Pseudomonas sp. JDS08PS003	0.013411222317830096
192	host_removed_fraction	Streptococcus agalactiae;Pseudomonas sp. LM12	0.013482680150557806
193	host_removed_fraction	Pseudomonas huanghezhanensis	0.014360299887095262
194	log10_bacterial_reads	Pseudomonas sp. ADAK18;Pseudomonas taetrolens	0.014374643577582606
195	culture_p_aeruginosa	Dermacoccus nishinomiyaensis;Gordonia otitidis	0.014395652275948266
196	log10_bacterial_reads	Pseudomonas brassicacearum	0.014686123509895939
197	log10_bacterial_reads	Pseudomonas atacamensis;Pseudomonas sp. DC1.2;Pseudomonas sp. RtIB026;Pseudomonas sp. DG56-2;Pseudomonas inefficax	0.014694548618786496
198	log10_bacterial_reads	Pseudomonas sp. P8_241;Pseudomonas maumuensis	0.014708955808998229
199	chronicity_group_unknown	Bordetella hinzii;Bordetella bronchiseptica;Achromobacter sp. EB05;Achromobacter deleyi;Achromobacter spanius	0.014947949114267287
200	host_removed_fraction	Brevibacterium luteolum;Brevibacterium sp. CS2;Auritidibacter ignavus	0.014947949114267287
201	log10_bacterial_reads	Pseudomonas sp. FP198;Pseudomonas cichorii;Pseudomonas umsongensis;Pseudomonas sivasensis;Pseudomonas migulae;Pseudomonas sp. P5_109;Pseudomonas sp. FP2335;Pseudomonas sp. MPC6;Pseudomonas sp. CMR5c;Pseudomonas sp. WJP1	0.014947949114267287
202	culture_klebsiella_spp	Pseudomonas syringae group genomosp. 7;Pseudomonas sp. Z8(2022);Pseudomonas canadensis;Pseudomonas sp. REST10;Pseudomonas sp. FP2309	0.014947949114267287
203	chronicity_group_acute_like;culture_p_aeruginosa;chronicity_group_chronic_like	Pseudomonas promysalinigenes	0.015004099538503506
204	body_region_head_neck	Staphylococcus epidermidis;Staphylococcus capitis	0.015319803663053192
205	log10_bacterial_reads	Pseudomonas sp. M1	0.015423794398609242
206	culture_s_aureus	Pseudomonas syringae group genomosp. 7	0.01571042029515045
207	host_removed_fraction	Pseudomonas syringae group genomosp. 7	0.015802066462795375
208	body_region_head_neck	Staphylococcus condimenti	0.01582908733471284
209	log10_bacterial_reads	Pseudomonas sp. AA-38;Pseudomonas sp. B33.4;Pseudomonas sp. Lz4W;Pseudomonas sp. CCOS 191;Pseudomonas sp. MRSN 12121;Pseudomonas sp. G2-4;Pseudomonas sp. SK3(2021)	0.015988215850122205
210	log10_bacterial_reads	Pseudomonas sp. SG20056	0.01611972704653878
211	culture_e_faecalis	Pseudomonas monteilii;Pseudomonas antarctica	0.016239436211809465
212	culture_serratia_marcescens	Acinetobacter pittii	0.01636189294875802
213	log10_bacterial_reads	Pseudomonas congelans;Pseudomonas lijiangensis	0.01636189294875802
214	host_removed_fraction;log10_bacterial_reads	Pseudomonas sp. CCC3.1;Pseudomonas reinekei;Pseudomonas arsenicoxydans;Pseudomonas sp. B21-054;Pseudomonas sp. GOM7;Pseudomonas soli	0.016506915736289644
215	log10_bacterial_reads	Pseudomonas sp. B21-028	0.017112517777324535
216	body_region_head_neck	Corynebacterium bovis	0.01762506542814101
217	culture_klebsiella_spp	Citrobacter freundii	0.018122824141395304
218	host_removed_fraction;log10_bacterial_reads	Staphylococcus equorum	0.01817922488926584
219	culture_p_aeruginosa	Pseudomonas sp. A34-9;Pseudomonas sp. DY-1	0.018273235496557187
220	culture_klebsiella_spp	Pseudomonas sp. B21-040	0.018273235496557187
221	culture_p_aeruginosa	Pseudomonas glycinae	0.018273235496557187
222	culture_p_aeruginosa	Pseudomonas oryziphila;Pseudomonas hygromyciniae;Pseudomonas aestiva	0.018273235496557187
223	culture_p_aeruginosa	Pseudomonas benzopyrenica;Pseudomonas sp. PP3;Pseudomonas sp. JBR1;Pseudomonas laurylsulfatiphila;Pseudomonas sp. CYM-20-01;Pseudomonas grandcourensis;Pseudomonas sp. B21-053;Pseudomonas helvetica;Pseudomonas sp. FP1742;Pseudomonas tritici	0.018273235496557187
224	log10_bacterial_reads	Pseudomonas alvandae;Pseudomonas purpurea;Pseudomonas sp. ADPe;Pseudomonas granadensis;Pseudomonas sp. Leaf58;Pseudomonas vranovensis;Pseudomonas fakonensis;Pseudomonas corrugata;Pseudomonas paeninsulae	0.018273235496557187
225	host_removed_fraction;log10_bacterial_reads	Pseudomonas poae	0.018273235496557187
226	log10_bacterial_reads	Pseudomonas sp. PDNC002;Pseudomonas paraeruginosa;Pseudomonas citronellolis;Pseudomonas sp. ATCC 13867;Pseudomonas sp. GCEP-101	0.018273235496557187
227	log10_bacterial_reads	Pseudomonas sp. St316	0.018433679917176118
228	culture_klebsiella_spp	Pseudomonas fragi;Pseudomonas siliginis	0.018775033355242943
229	culture_p_aeruginosa	Pseudomonas amygdali	0.018775033355242943
230	log10_bacterial_reads	Pseudomonas saxonica;Pseudomonas sp. MAG733B;Pseudomonas viciae	0.018775033355242943
231	chronicity_group_unknown;clinical_infection_flag_unknown	Stenotrophomonas sp. 57	0.018865702781043638
232	culture_p_aeruginosa	Pseudomonas kurunegalensis	0.01955294025861236
233	host_removed_fraction;log10_bacterial_reads	Enterobacter kobei	0.019562849860056148
234	chronicity_group_acute_like	Alcaligenes faecalis	0.019562849860056148
235	culture_p_aeruginosa	Pseudomonas sp. 15A4	0.019562849860056148
236	host_removed_fraction;log10_bacterial_reads	Escherichia fergusonii	0.020100783344211937
237	log10_bacterial_reads	Pseudomonas glycinae;Pseudomonas sp. FP2338;Pseudomonas iranensis	0.02018846653121958
238	culture_p_aeruginosa	Pseudomonas sp. MAG733B;Pseudomonas viciae	0.020391820452829477
239	log10_bacterial_reads	Mammaliicoccus vitulinus;Bacillus velezensis	0.020451647809256224
240	host_removed_fraction;log10_bacterial_reads	Corynebacterium camporealensis	0.020479330926398386
241	log10_bacterial_reads	Pseudomonas sp. 15A4;Pseudomonas sp. F3-2;Pseudomonas sp. KU26590;Pseudomonas sp. RC10;Pseudomonas abietaniphila	0.020479330926398386
242	log10_bacterial_reads	Pseudomonas sp. SGAir0191;Pseudomonas sp. TMP9;Pseudomonas gozinkensis	0.020479330926398386
243	log10_bacterial_reads	Pseudomonas wadenswilerensis	0.020479330926398386
244	culture_klebsiella_spp	Pseudomonas sp. MUP55;Pseudomonas veronii	0.020479330926398386
245	host_removed_fraction	Pseudomonas sp. G.S.17	0.020506429039421487
246	culture_acinetobacter_baumannii	Enterobacter bugandensis	0.020520631923826207
247	culture_acinetobacter_baumannii	Yokenella regensburgei;Klebsiella electrica;Klebsiella pasteurii;Shigella boydii;Klebsiella huaxiensis;Klebsiella africana;Klebsiella quasivariicola	0.020520631923826207
248	clinical_infection_flag_unknown	Staphylococcus simulans	0.020568427575901545
249	culture_klebsiella_spp	Pseudomonas sp. M1;Pseudomonas sp. B21-028;Pseudomonas sp. ADAK18;Pseudomonas taetrolens;Pseudomonas atacamensis;Pseudomonas sp. DC1.2;Pseudomonas sp. RtIB026;Pseudomonas sp. DG56-2;Pseudomonas inefficax;Pseudomonas sp. FP198;Pseudomonas cichorii;Pseudomonas umsongensis;Pseudomonas sivasensis;Pseudomonas migulae;Pseudomonas sp. P5_109;Pseudomonas sp. FP2335;Pseudomonas sp. MPC6;Pseudomonas sp. CMR5c;Pseudomonas sp. WJP1	0.020569026639479744
250	culture_s_aureus	Bordetella bronchiseptica	0.02080828829746563
251	culture_klebsiella_spp	Pseudomonas sp. FDAARGOS_761	0.02080828829746563
252	culture_p_aeruginosa	Acinetobacter baumannii	0.021042605176970736
253	culture_s_aureus	Serratia ficaria	0.021042605176970736
254	log10_bacterial_reads	Pseudomonas sp. Pc102;Pseudomonas moorei	0.021042605176970736
255	host_removed_fraction;log10_bacterial_reads	Mammaliicoccus sciuri	0.02134153556274039
256	chronicity_group_unknown	Achromobacter denitrificans	0.02138687011853319
257	culture_p_aeruginosa	Pseudomonas sp. LPH1	0.02138687011853319
258	log10_bacterial_reads	Pseudomonas sp. NY5710	0.02157703573320411
259	culture_e_coli	Shigella boydii	0.021822003925037733
260	culture_e_coli	Yersinia pestis	0.021822003925037733
261	culture_p_aeruginosa	Pseudomonas syringae;Pseudomonas synxantha;Pseudomonas rhodesiae	0.021884056077760995
262	body_region_upper_extremity	Ectopseudomonas oleovorans	0.022083448943808887
263	log10_bacterial_reads	Staphylococcus agnetis	0.022427792311691477
264	clinical_infection_flag_yes	Pseudomonas rhodesiae	0.022646013345259647
265	chronicity_group_unknown	Staphylococcus casei	0.022793987913841383
266	chronicity_group_acute_like	Serratia entomophila	0.02348897951121481
267	culture_p_aeruginosa	Pseudomonas sp. S35;Pseudomonas mediterranea;Pseudomonas ogarae	0.023514408715255782
268	log10_bacterial_reads	Pseudomonas sp. LPH1	0.023514408715255782
269	body_region_lower_extremity	Serratia sp. 3ACOL1;Serratia ficaria	0.023841398423680316
270	chronicity_group_mixed	Staphylococcus equorum	0.02408821505931476
271	body_region_head_neck	Staphylococcus xylosus	0.024170940859912622
272	log10_bacterial_reads	Acinetobacter sp. 8_A20231192;Acinetobacter johnsonii	0.024307296174388027
273	host_removed_fraction	Pseudomonas serboccidentalis	0.02434946041521188
274	body_region_head_neck	Dermacoccus nishinomiyaensis	0.024359549399380936
275	culture_klebsiella_spp	Pseudomonas saxonica;Pseudomonas sp. MAG733B;Pseudomonas viciae	0.024452497408437787
276	body_region_trunk_perineum	Variovorax sp. UC122_21	0.024473114555523114
277	body_region_trunk_perineum	Corynebacterium kroppenstedtii;Staphylococcus caprae	0.024473114555523114
278	body_region_head_neck	Staphylococcus aureus	0.025175634684386494
279	log10_bacterial_reads	Pseudomonas tohonis	0.025283537507293723
280	log10_bacterial_reads	Pseudomonas zeae	0.025396828357687348
281	culture_acinetobacter_baumannii	Jejubacter calystegiae	0.025592813165826796
282	body_region_lower_extremity	Citrobacter portucalensis;Citrobacter farmeri	0.025929565241701157
283	body_region_head_neck	Acinetobacter nosocomialis	0.025929565241701157
284	chronicity_group_unknown;clinical_infection_flag_unknown	Staphylococcus sp. FSL W8-0305	0.02609639942791697
285	host_removed_fraction	Pseudomonas sp. ML2-2023-3	0.02627733298100001
286	body_region_head_neck	Staphylococcus pseudintermedius	0.026369457391356026
287	body_region_lower_extremity	Serratia sp. JSRIV002;Serratia sp. szju;Serratia sp. P2ACOL2;Serratia sp. Tan611;Serratia sp. JKS000199;Serratia nematodiphila;Serratia sp. SSNIH1;Serratia sp. LS-1;Serratia sp. CMO1	0.026543642838834907
288	body_region_lower_extremity	Corynebacterium genitalium	0.026543642838834907
289	culture_p_aeruginosa	Pseudomonas tolaasii	0.026543642838834907
290	culture_klebsiella_spp	Pseudomonas graminis;Pseudomonas caspiana;Pseudomonas prosekii	0.026543642838834907
291	chronicity_group_acute_like	Cutibacterium granulosum	0.027121261163804793
292	host_removed_fraction	Staphylococcus cohnii	0.027121261163804793
293	log10_bacterial_reads	Pseudomonas sp. KU43P	0.027189590034912586
294	host_removed_fraction;log10_bacterial_reads	Aeromonas caviae	0.02743292004680139
295	culture_e_coli	Enterobacter bugandensis	0.027468610879525977
296	log10_bacterial_reads	Pseudomonas sp. FDAARGOS_761	0.027468610879525977
297	body_region_head_neck	Staphylococcus lugdunensis	0.027492331354645936
298	chronicity_group_acute_like	Pseudomonas sp. HR96	0.028041271445567752
299	log10_bacterial_reads	Pseudomonas graminis;Pseudomonas caspiana;Pseudomonas prosekii	0.028041271445567752
300	host_removed_fraction	Pseudomonas lini	0.028041271445567752
301	culture_s_aureus;culture_serratia_marcescens	Serratia entomophila	0.028513342478435705
302	culture_s_aureus	Serratia odorifera	0.028805802343405483
303	culture_s_aureus	Pseudomonas sp. nanlin1;Pseudomonas xantholysinigenes;Pseudomonas sp. B11D7D;Pseudomonas cremoricolorata;Pseudomonas saudiphocaensis	0.02886363586657224
304	culture_s_aureus	Pseudomonas sichuanensis	0.028914800012744032
305	chronicity_group_acute_like	Cutibacterium acnes;Gordonia sp. w5E2;Gordonia bronchialis	0.028922838912562684
306	host_removed_fraction	Pseudomonas agarici	0.028922838912562684
307	culture_p_aeruginosa	Pseudomonas sp. BIOMIG1BAC	0.02953082308187324
308	log10_bacterial_reads	Pseudomonas brenneri	0.030122824593835563
309	log10_bacterial_reads	Streptococcus thermophilus	0.030260614740459622
310	culture_serratia_marcescens	Acinetobacter nosocomialis	0.030434230164037054
311	log10_bacterial_reads	Enterobacter roggenkampii	0.03064521211862126
312	log10_bacterial_reads	Pseudomonas sp. LG1E9	0.03064521211862126
313	culture_klebsiella_spp	Pseudomonas corrugata;Pseudomonas paeninsulae	0.030990837696860722
314	chronicity_group_acute_like	Serratia inhibens	0.03150820953924918
315	culture_klebsiella_spp	Pseudomonas sp. P8_241;Pseudomonas maumuensis	0.03150820953924918
316	log10_bacterial_reads	Pseudomonas sp. CC6-YY-74	0.03170028879091403
317	culture_e_faecalis	Pseudomonas silesiensis	0.03193785390674737
318	culture_klebsiella_spp	Pseudomonas sp. B21-051	0.0319952544677214
319	chronicity_group_unknown	Staphylococcus gallinarum	0.032241901432358194
320	host_removed_fraction	Pseudomonas sp. G2-4;Pseudomonas sp. SK3(2021)	0.03227254846395984
321	culture_e_coli;culture_acinetobacter_baumannii	Escherichia fergusonii	0.03270551682904249
322	culture_s_aureus	Pseudomonas sp. NY5710	0.03270551682904249
323	culture_p_aeruginosa	Pseudomonas sp. ML2-2023-3	0.03270551682904249
324	culture_p_aeruginosa	Pseudomonas monteilii;Pseudomonas antarctica	0.03270551682904249
325	log10_bacterial_reads	Pseudomonas sp. A34-9	0.032791770982763195
326	body_region_trunk_perineum	Staphylococcus sp. NRL 16/872	0.03299312460185945
327	culture_p_aeruginosa;chronicity_group_chronic_like	Pseudomonas oryzihabitans	0.033282983008934806
328	clinical_infection_flag_yes	Pseudomonas lactis	0.033282983008934806
329	log10_bacterial_reads	Staphylococcus gallinarum	0.033574875681743915
330	body_region_head_neck	Corynebacterium propinquum;Corynebacterium pseudodiphtheriticum	0.033784375171830174
331	body_region_trunk_perineum	Dermacoccus nishinomiyaensis	0.033784375171830174
332	culture_klebsiella_spp	Pseudomonas rhizosphaerae	0.033784375171830174
333	culture_klebsiella_spp	Pseudomonas moraviensis	0.033784375171830174
334	culture_klebsiella_spp	Pseudomonas vranovensis;Pseudomonas fakonensis	0.033784375171830174
335	log10_bacterial_reads	Pseudomonas salmasensis	0.03417421732430003
336	culture_klebsiella_spp	Pseudomonas sp. N3-W	0.034460049451172016
337	culture_klebsiella_spp	Pseudomonas sp. gcc21	0.034460049451172016
338	culture_e_coli	Dermabacter hominis	0.035309516232356356
339	culture_e_coli	Kosakonia cowanii;Cronobacter condimenti	0.035309516232356356
340	chronicity_group_acute_like	Kocuria rhizophila	0.03544028549810233
341	chronicity_group_mixed	Staphylococcus sp. NRL 16/872	0.03563940580556039
342	host_removed_fraction;log10_bacterial_reads	Corynebacterium striatum	0.03584640789742402
343	chronicity_group_unknown	Achromobacter xylosoxidans	0.036307570451099724
344	culture_p_aeruginosa	Staphylococcus saprophyticus	0.036307570451099724
345	clinical_infection_flag_yes	Pseudomonas lurida	0.036695337613994364
346	culture_p_aeruginosa	Pseudomonas sp. HS6	0.03670078057913298
347	culture_klebsiella_spp	Pseudomonas silesiensis;Pseudomonas sp. B22129;Pseudomonas lundensis	0.03670078057913298
348	culture_p_aeruginosa	Mammaliicoccus sciuri	0.0376670321122397
349	clinical_infection_flag_unknown	Pseudomonas putida	0.03780764366278655
350	culture_klebsiella_spp	uncultured Pseudomonas sp.	0.03780764366278655
351	log10_bacterial_reads	Raoultella ornithinolytica	0.037893486580266554
352	culture_acinetobacter_baumannii	Corynebacterium genitalium	0.037893486580266554
353	body_region_trunk_perineum	Staphylococcus equorum	0.03792082895275793
354	log10_bacterial_reads	Pseudomonas sp. gcc21;Pseudomonas sp. HS-18;Pseudomonas izuensis	0.03792082895275793
355	chronicity_group_acute_like	Salmonella enterica	0.03800822559835358
356	host_removed_fraction	Pseudomonas sp. AA-38	0.038920196395559284
357	culture_s_aureus	Stenotrophomonas sp. 59	0.03902834507201425
358	chronicity_group_acute_like	Serratia plymuthica	0.03944482910194529
359	culture_p_aeruginosa	Acinetobacter indicus	0.03946487051713092
360	culture_p_aeruginosa	Staphylococcus croceilyticus	0.039600306196675594
361	log10_bacterial_reads	Pseudomonas sp. LTJR-52	0.03986404568438447
362	log10_bacterial_reads	Pseudomonas coleopterorum	0.03986404568438447
363	culture_klebsiella_spp	Pseudomonas hamedanensis	0.040371169767749245
364	body_region_head_neck	Micrococcus luteus	0.040458457690770576
365	chronicity_group_unknown	Staphylococcus shinii	0.04087765246101686
366	log10_bacterial_reads	Pseudomonas sp. HN11	0.041088653358792936
367	culture_klebsiella_spp	Pseudomonas kermanshahensis	0.0416572742017174
368	culture_e_coli	Jejubacter calystegiae	0.04169445360378405
369	chronicity_group_unknown	Kosakonia cowanii	0.04169445360378405
370	host_removed_fraction	Pseudomonas yamanorum	0.04169445360378405
371	culture_klebsiella_spp	Pseudomonas phenolilytica	0.04233417551784297
372	clinical_infection_flag_unknown	Staphylococcus devriesei	0.0426775241876507
373	culture_s_aureus	Pseudomonas sp. MTM4	0.0428070577583161
374	log10_bacterial_reads	Pseudomonas sp. MH9.3;Pseudomonas cucumis;Pseudomonas sp. ACM7;Pseudomonas sp. B21-048;Pseudomonas sp. NS1(2017);Pseudomonas oryziphila;Pseudomonas hygromyciniae;Pseudomonas aestiva	0.042942696966105975
375	log10_bacterial_reads	Staphylococcus lutrae	0.042967462056813954
376	culture_klebsiella_spp	Pseudomonas synxantha;Pseudomonas rhodesiae	0.0429777344708825
377	culture_s_aureus	Aeromonas caviae	0.04316317533222307
378	chronicity_group_acute_like	Streptococcus agalactiae	0.04318933267880808
379	chronicity_group_acute_like	Serratia odorifera	0.04318933267880808
380	chronicity_group_acute_like	Pseudomonas sp. LS.1a	0.04318933267880808
381	chronicity_group_acute_like	Pseudomonas sp. MAG733B;Pseudomonas viciae	0.04318933267880808
382	culture_acinetobacter_baumannii	Yersinia enterocolitica	0.04338281625555804
383	clinical_infection_flag_yes	Pseudomonas sp. HOU2	0.04338281625555804
384	culture_klebsiella_spp	Pseudomonas sp. FP453	0.0435745586980429
385	host_removed_fraction	Pseudomonas benzenivorans;Pseudomonas entomophila	0.043792748693787825
386	host_removed_fraction	Yokenella regensburgei	0.04379348185099513
387	host_removed_fraction	Pseudomonas luteola	0.044054972051647316
388	body_region_head_neck	Staphylococcus nepalensis	0.044188781853441265
389	culture_p_aeruginosa	Pseudomonas zeae	0.04423531350440078
390	body_region_head_neck	Rothia mucilaginosa	0.044288553861176576
391	culture_e_faecalis	Pseudomonas tolaasii	0.04441337833401663
392	culture_s_aureus	Serratia inhibens	0.04442531658337683
393	culture_klebsiella_spp	Pseudomonas izuensis	0.0445665538700157
394	culture_klebsiella_spp	Pseudomonas sp. St316	0.04467009096468982
395	chronicity_group_chronic_like	Corynebacterium kroppenstedtii	0.04522898703076944
396	culture_klebsiella_spp	Pseudomonas vancouverensis	0.04522898703076944
397	culture_klebsiella_spp	Pseudomonas leptonychotis	0.04522898703076944
398	clinical_infection_flag_unknown	Enterococcus faecalis	0.04539409902445682
399	log10_bacterial_reads	Staphylococcus hominis	0.0458771001452743
400	culture_s_aureus	Pseudomonas sp. LM12	0.04618263046399716
401	host_removed_fraction	Staphylococcus rostri	0.04618263046399716
402	culture_p_aeruginosa	Kocuria rhizophila	0.04636243483191461
403	body_region_trunk_perineum	Kocuria marina	0.04645084575318575
404	clinical_infection_flag_yes	Pseudomonas sp. DY-1	0.046733892240115045
405	culture_p_aeruginosa	Staphylococcus aureus	0.04713109519179473
406	culture_s_aureus	Pseudomonas sp. IzPS59	0.04713109519179473
407	chronicity_group_acute_like	Cutibacterium modestum	0.04714561708574898
408	body_region_head_neck	Staphylococcus equorum	0.04714561708574898
409	culture_klebsiella_spp	Pseudomonas sp. TUM22785;Pseudomonas sp. JQ170C	0.04714561708574898
410	chronicity_group_acute_like	uncultured Pseudomonas sp.	0.04714561708574898
411	culture_klebsiella_spp	Pseudomonas wadenswilerensis	0.04714561708574898
412	culture_klebsiella_spp	Pseudomonas purpurea	0.04714561708574898
413	chronicity_group_chronic_like	Pseudomonas sp. MM211	0.04714561708574898
414	body_region_head_neck	Streptococcus thermophilus	0.047314999298354074
415	body_region_head_neck	Staphylococcus hsinchuensis	0.04754023597029862
416	host_removed_fraction	Pseudomonas sp. LPB0260	0.0476288836956552
417	log10_bacterial_reads	Pseudomonas siliginis	0.047759916861058245
418	chronicity_group_chronic_like	Pseudomonas tohonis	0.04779901708750332
419	host_removed_fraction	Staphylococcus delphini	0.04832327566222551
420	chronicity_group_chronic_like	Staphylococcus arlettae	0.04834594009417301
421	log10_bacterial_reads	Pseudomonas sp. KnCO4;Pseudomonas sp. DTU12.3	0.04843402008514841
422	culture_s_aureus	Pluralibacter gergoviae	0.04860955627406406
423	culture_e_faecalis	Pseudomonas donghuensis	0.04867782984968899
424	culture_gas	Pseudomonas sp. ATCC 13867	0.04867782984968899
425	body_region_head_neck	Staphylococcus saprophyticus	0.04880466252543109
426	chronicity_group_acute_like	Pseudomonas frederiksbergensis	0.04887078038211372
427	culture_acinetobacter_baumannii	Leclercia adecarboxylata	0.0489519740884785
428	log10_bacterial_reads	Clostridium botulinum	0.0489519740884785
429	log10_bacterial_reads	Staphylococcus carnosus	0.0489519740884785
430	chronicity_group_mixed	Pseudomonas sp. B21-051	0.0489519740884785
431	log10_bacterial_reads	Pseudomonas orientalis	0.0489519740884785
432	host_removed_fraction	Pseudomonas sp. FP2338	0.0489519740884785
433	chronicity_group_unknown	Pseudomonas aeruginosa	0.049079389116902405
434	host_removed_fraction	Pseudomonas congelans	0.04921362262600748
435	clinical_infection_flag_unknown	Staphylococcus agnetis	0.04926310972382563
436	body_region_upper_extremity	Pseudomonas sp. AN-B15	0.049862980725032695
